	GSM2336308_4m	 GSM2336309_4m	 GSM2336312_4m	 GSM2336316_4m	 GSM2336317_4m	 GSM2336319_4m	 GSM2336320_4m	 GSM2336321_4m	 GSM2336326_4m	 GSM2336331_4m	 GSM2336332_4m	 GSM2336335_4m	 GSM2336342_4m	 GSM2336345_4m	 GSM2336346_4m	 GSM2336347_4m	 GSM2336349_4m	 GSM2336354_4m	 GSM2336359_4m	 GSM2336367_4m	 GSM2336369_4m	 GSM2336370_4m	 GSM2336371_4m	 GSM2336375_4m	 GSM2336383_4m	 GSM2336384_4m	 GSM2336389_4m	 GSM2336390_4m	 GSM2336391_4m	 GSM2336392_4m	 GSM2336398_4m	 GSM2336399_4m	 GSM2336400_4m	 GSM2336401_4m	 GSM2336402_4m	 GSM2336404_4m	 GSM2336405_4m	 GSM2336406_4m	 GSM2336409_4m	 GSM2336413_4m	 GSM2336415_4m	 GSM2336417_4m	 GSM2336418_4m	 GSM2336420_4m	 GSM2336421_4m	 GSM2336424_4m	 GSM2336425_4m	 GSM2336428_4m	 GSM2336429_4m	 GSM2336432_4m	 GSM2336435_4m	 GSM2336437_4m	 GSM2336438_4m	 GSM2336441_4m	 GSM2336442_4m	 GSM2336444_4m	 GSM2336446_4m	 GSM2336453_4m	 GSM2336454_4m	 GSM2336455_4m	 GSM2336464_4m	 GSM2336466_4m	 GSM2336467_4m	 GSM2336468_4m	 GSM2336469_4m	 GSM2336470_4m	 GSM2336471_4m	 GSM2336476_4m	 GSM2336477_4m	 GSM2336478_4m	 GSM2336480_4m	 GSM2336481_4m	 GSM2336483_4m	 GSM2336485_4m	 GSM2336486_4m	 GSM2336487_4m	 GSM2336489_4m	 GSM2336493_4m	 GSM2336494_4m	 GSM2336495_4m	GSM2336112_18m	 GSM2336115_18m	 GSM2336116_18m	 GSM2336118_18m	 GSM2336119_18m	 GSM2336122_18m	 GSM2336126_18m	 GSM2336128_18m	 GSM2336129_18m	 GSM2336130_18m	 GSM2336131_18m	 GSM2336132_18m	 GSM2336133_18m	 GSM2336146_18m	 GSM2336149_18m	 GSM2336150_18m	 GSM2336156_18m	 GSM2336158_18m	 GSM2336159_18m	 GSM2336160_18m	 GSM2336162_18m	 GSM2336169_18m	 GSM2336170_18m	 GSM2336172_18m	 GSM2336173_18m	 GSM2336177_18m	 GSM2336183_18m	 GSM2336184_18m	 GSM2336186_18m	 GSM2336188_18m	 GSM2336192_18m	 GSM2336194_18m	 GSM2336195_18m	 GSM2336197_18m	 GSM2336199_18m	 GSM2336200_18m	 GSM2336201_18m	 GSM2336204_18m	 GSM2336207_18m	 GSM2336690_18m	 GSM2336691_18m	 GSM2336692_18m	 GSM2336693_18m	 GSM2336696_18m	 GSM2336698_18m	 GSM2336700_18m	 GSM2336701_18m	 GSM2336703_18m	 GSM2336707_18m	 GSM2336709_18m	 GSM2336711_18m	 GSM2336723_18m	 GSM2336726_18m	 GSM2336727_18m	 GSM2336729_18m	 GSM2336730_18m	 GSM2336731_18m	 GSM2336732_18m	 GSM2336733_18m	 GSM2336735_18m	 GSM2336737_18m	 GSM2336738_18m	 GSM2336739_18m	 GSM2336744_18m	 GSM2336745_18m	 GSM2336746_18m	 GSM2336747_18m	 GSM2336748_18m	 GSM2336749_18m	 GSM2336752_18m	 GSM2336753_18m	 GSM2336754_18m	 GSM2336756_18m	 GSM2336758_18m	 GSM2336761_18m	 GSM2336762_18m	 GSM2336764_18m	 GSM2336765_18m	 GSM2336766_18m	 GSM2336770_18m	 GSM2336771_18m	 GSM2336772_18m	 GSM2336774_18m	 GSM2336775_18m	 GSM2336776_18m	 GSM2336780_18m
H2-T23	573	195	46	355	304	87	299	362	41	112	6	206	460	263	613	436	205	0	6	73	252	237	0	32	10	4	51	88	1129	281	0	418	879	1592	16	223	577	341	21	40	6	1	31	279	319	8	404	138	189	129	10	235	262	500	34	390	231	201	306	13	5	124	23	26	53	9	14	59	2	165	825	2	736	805	353	323	51	61	2	1624	0	59	576	1013	351	2	1	17	4	8	50	7	54	851	1192	0	421	110	958	799	1	8	497	537	213	231	2	1193	362	700	675	2	281	0	477	2	146	651	1230	240	2	40	50	218	6	1	247	60	199	57	48	4	26	127	368	248	154	64	60	207	372	127	277	114	56	31	158	0	249	583	58	217	271	4	117	139	273	5	214	21	247	319	1	48	3	54
H2-Q10	0	0	0	0	87	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	91	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	102	0	0	0	0	0	0	0	14	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Rplp0	1886	289	753	844	661	1389	975	353	1150	1119	157	1159	339	700	1420	183	968	1113	763	1209	237	1809	74	24	623	929	1015	732	1358	16	463	478	2249	4901	248	957	686	2166	2866	521	2943	1803	2969	1113	1774	538	1097	1874	284	302	496	280	3131	7175	113	1897	2846	1050	1764	518	588	1380	578	578	1095	357	257	3479	2284	3668	3605	1186	4615	1888	1887	5984	333	1260	284	3041	1180	1381	1877	3268	2831	1203	470	1434	1440	258	510	1037	945	3089	2227	719	1473	284	1802	1854	360	431	1009	1249	362	258	25	1598	511	1148	208	739	1080	1267	1488	693	1075	1657	246	1961	687	432	402	1812	1804	628	933	2699	3796	1168	3374	988	457	1729	1563	2038	401	568	1173	783	1897	2364	1394	2218	3890	1942	880	3003	2333	1258	3775	632	712	650	2339	1110	783	1198	652	1236	2303	970	332	1090	1312	156
Rps28	645	132	444	614	391	165	324	100	293	378	144	338	170	259	101	127	168	251	167	106	228	562	27	15	417	57	284	178	178	6	226	110	581	968	78	258	247	777	1084	298	1814	873	615	781	430	118	428	505	222	85	377	314	1651	2253	92	565	1022	303	308	178	195	230	157	188	256	95	112	455	437	920	744	273	1080	479	940	593	198	388	361	647	304	174	618	264	526	159	457	319	307	109	508	252	144	355	499	216	442	66	329	331	202	149	200	139	15	31	59	418	128	474	280	301	331	210	350	364	111	222	100	555	469	228	250	687	627	221	448	617	716	637	934	633	408	345	613	742	204	195	516	237	453	527	330	1365	912	526	332	581	370	636	681	470	162	223	65	656	351	593	505	211	325	630	272	219	691	174
Bmpr2	0	0	1	186	13	431	29	0	0	5	80	263	0	0	0	1	30	35	0	144	0	216	0	0	0	0	0	45	13	0	4	2	0	0	41	0	64	0	0	0	6	424	50	0	289	84	4	0	0	6	0	0	0	26	0	0	0	0	1	11	53	0	16	0	7	65	28	0	385	1	0	13	0	24	115	195	0	58	1	27	0	159	0	0	0	0	0	0	0	0	0	0	0	0	795	0	351	43	205	0	0	0	0	2	0	0	0	0	0	44	0	4	6	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	139	142	0	0	0	0	2	0	0	15	0	0	360	0	0	0	434	0	0	1	178	0	0	10	5	0	0	0	0	1	0	0	0	237	2	0	213	0
ENSMUSG00000067352	0	0	9	0	17	0	7	1	8	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	51	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	2	2	0	0	10	0	7	0	0	0	0	0	3	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	9	0	1	0	0	2	0	0	0	0	2	3	3	6	34	0	0	9	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	23	0
Tmem128	0	2	0	0	0	39	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	13	0	3	2	0	105	0	7	16	0	0	0	149	0	0	0	0	513	5	13	14	4	0	5	0	0	7	0	7	0	23	0	11	0	3	0	2	0	44	4	0	3	263	4	0	0	0	0	185	0	0	307	0	3	0	0	0	6	0	12	12	0	2	0	0	0	2	88	0	3	1	0	0	0	0	0	0	0	8	0	0	1	0	0	29	0	0	0	1	17	0	0	0	0	0	0	8	128	0	28	274	0	0	0	0	45	56	0	1	28	121	0	0	0	151	134	40	0	24	37	24	38	0	22	22	0	0	21	0	0	0
Lyar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	37	0	1	0	0	0	0	0	0	0	36	0	0	0	72	63	0	0	0	0	0	0	0	0	42	0	32	0	0	10	0	0	0	7	0	0	75	6	0	0	1	52	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	8	9	0	0	0	24	0	0	0	0	327	0	4	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Trmt2b	0	0	0	1004	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	1	0	0	0	53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	593	1	0	0	0	0	0	0	0	681	0	0	0	0	65	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	68	0	0	0	0	0	0	0	65	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1327	0	0	0	0	0	1811	896	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0
Tspan6	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	5	0	10	1	0	0	0	0	568	0	41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	200	30	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp763	187	0	0	8	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	10	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Prkag1	147	0	37	10	0	0	0	0	0	33	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	389	0	0	0	89	0	49	0	0	0	0	0	0	0	0	0	0	7	4	23	57	0	0	0	0	1	1	0	0	0	21	48	9	0	0	0	1	0	42	14	5	0	0	0	0	0	0	0	0	220	0	0	0	1	0	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	105	0	0	0	243	0	0	0	43	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067719	0	0	0	5	0	5	0	0	0	2	0	1	1	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	5	0	7	0	3	0	1	0	1	1	1	0	2	1	0	9	0	5	6	1	0	1	2	0	0	2	1	1	0	4	3	4	1	1	5	1	2	0	1	0	0	1	2	0	5	0	2	3	0	3	0	0	0	2	0	2	4	0	0	0	6	0	3	0	5	0	2	0	0	0	1	4	2	0	0	10	1	0	3	3	0	2	0	0	0	2	0	2	0	0	10	1	10	0	2	0	1	0	1	0	1	3	0	0	4	1	2	0	0	1	1	0	2	5	0	0	9	0	0	0	4	0	1	0	0	0	3	0
BC003965	0	89	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	224	205	19	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	42	10	0	0	0	2	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	3	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	7	0	0	0	0	0	6	0	1	51	0	107	40	0	164	0	0	1	6	0	0	0	0	0	177	0	0	214	1	0	0	0	1	0	0	2	2	0	0	0	0	1	5	0	0
Blcap	650	0	0	20	0	105	0	0	5	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	57	0	0	0	0	294	0	81	0	0	0	0	0	0	0	0	204	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	4	0	95	0	0	0	0	0	117	0	51	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	3	0	0	0
Romo1	40	0	32	186	102	33	0	83	0	0	0	0	0	60	0	5	57	143	0	0	38	116	0	1	0	0	0	0	84	211	0	27	1	96	13	36	29	124	0	7	0	0	138	0	0	19	33	137	0	0	0	0	228	496	7	0	67	77	123	9	27	14	21	11	0	40	12	178	4	117	153	41	0	24	74	639	0	163	3	251	54	27	81	50	35	67	0	56	21	0	91	16	84	0	0	0	30	30	25	80	0	68	84	0	35	0	0	0	0	0	168	0	4	48	20	0	22	89	0	33	78	13	17	121	62	29	0	85	99	56	0	53	56	20	22	14	50	24	35	67	250	83	36	73	97	0	94	60	0	66	183	0	27	0	83	7	30	96	89	16	0	9	23	18	6	0
Arfgef1	372	0	539	17	0	451	467	576	0	334	0	0	0	1	0	0	0	0	0	0	125	13	0	16	0	0	193	184	0	15	0	0	93	3	1	0	0	0	0	19	0	0	0	142	0	0	112	0	0	0	126	0	0	0	0	4	43	10	0	0	56	0	24	20	0	0	5	0	0	407	429	14	0	0	181	0	1	0	1	64	160	23	3	0	112	148	280	0	0	0	0	48	0	1	0	0	0	0	0	0	0	226	208	0	0	0	0	424	0	0	65	4	75	122	0	0	168	0	33	0	0	1	0	0	0	233	0	6	350	0	54	83	0	3	0	42	0	0	22	0	0	0	4	0	0	0	0	0	0	361	1380	0	0	0	0	0	0	0	0	71	46	93	23	0	1	0
ENSMUSG00000067870	9	4	6	5	2	5	7	0	1	6	5	4	2	0	1	5	0	6	6	0	6	1	1	0	9	5	0	1	2	10	3	0	7	15	0	0	2	6	21	7	17	9	3	11	1	2	2	2	2	0	4	4	12	20	0	15	7	3	4	1	3	0	1	1	3	1	2	15	10	13	5	5	20	2	13	10	0	10	1	4	6	3	8	8	12	3	0	8	8	5	5	0	3	3	2	8	6	2	0	5	1	2	2	0	0	0	0	0	3	2	7	7	5	0	3	12	1	1	9	5	3	4	1	2	8	0	5	10	6	14	4	3	1	1	1	2	4	4	6	2	9	6	8	4	2	4	3	6	3	14	5	5	0	3	7	5	0	9	6	2	14	8	0	10	12	0
Htatsf1	0	0	0	0	0	170	499	0	0	5	0	40	161	67	0	0	0	0	0	0	94	0	0	21	0	0	0	0	0	0	0	10	0	0	1	7	30	0	1	0	0	0	286	280	143	0	0	3	0	0	0	0	4	108	0	1	0	0	0	0	109	0	0	0	0	0	0	0	0	0	21	0	0	0	80	0	0	0	0	3	0	42	0	0	0	229	0	0	0	0	206	0	455	0	0	0	0	0	0	0	525	97	0	393	0	11	0	0	0	1	0	72	0	0	0	0	48	0	0	0	14	0	0	7	1	93	0	0	409	0	0	48	1	0	0	0	0	0	0	0	1	0	0	0	0	277	1	1	0	0	0	32	0	0	94	28	0	0	0	120	0	5	27	6	67	0
Map7d3	0	0	0	0	0	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	41	0	0	18	0	0	0	0	0	0	0	0	0	120	4	0	0	0	66	8	0	0	0	0	0
Zfp991	223	0	0	25	0	0	0	0	4	22	0	0	13	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	0	101	17	0	0	4	0	1	0	0	2	0	0	0	14	12	0	0	0	0	0	1	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	8	1	0	0	10	45	0	0	0	0	0	0	0	9	12	5	81	0	0	3	0	23	15	0	0	0	0	5	50	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	4	1	0	2	0	7	0	0	0	0	0	0	0
Rtl8b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	120	1	38	0	1	0	27	0	0	0	0	0	3	0	0	0	0	0	0	16	0	16	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	24	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	2	43	0	0	0	20	0	0	0	0	0	4	0	0	0	0	90	0	0	6	0	0	0	0	0
Rtl8a	0	0	0	0	0	0	0	76	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	4	25	0	171	212	2	4	117	0	47	44	0	2	0	0	0	2	0	0	1	0	155	0	0	0	0	2	0	1	0	0	0	0	0	30	0	1	0	0	0	0	105	0	0	0	63	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	56	49	0	4	0	0	0	47	4	0	0	0	21	2	0	0	0	0	75	0	0	0	0	0	1	0	0	0	0	37	30	0	31	0	28	0	3	5	0	72	0	7	2	0	46	9	57	0	0	123	0	3	35	0	77	0	0	1	16	173	1	0	0	49	0	0	0	0	0	0	7
Zfp760	0	0	0	0	271	0	0	0	3	0	0	0	3	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	133	0	0	0	60	0	0	0	0	0	0	0	30	130	0	0	47	53	0	0	0	39	0	7	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	42	0
Zfp948	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp160	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	78	0	0	0	966	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	107	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2f2	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	117	0	0	0	0	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	237	0	0	0	16	0	0	0	11	0	0	0	0	0	101	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch1	0	0	0	0	0	0	100	43	19	0	0	0	127	0	0	0	7	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	2	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	95	0	0	1	0	0	0	0	32	0	165	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	188	0	0	0	0	0	183	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0
Afdn	245	0	0	11	0	0	0	0	0	0	10	0	63	55	0	0	0	5	0	0	0	0	0	0	108	98	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	1	0	0	79	2	1	0	0	0	5	0	0	467	0	0	0	0	0	0	0	0	16	0	43	2	4	249	1	0	0	0	0	140	0	37	0	0	1	0	0	18	0	18	14	0	0	0	0	4	0	0	0	0	70	0	269	0	227	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	24	0	0	252	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	115	0	0	0	0	0	20	0	0	29	161	43	0	1	11	0	0	0
Tcp1	906	0	0	412	0	0	0	17	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	39	0	0	18	0	0	0	0	0	3	0	20	458	171	18	105	6	1	0	7	69	0	0	9	0	1	0	0	0	0	222	0	0	0	0	78	0	4	4	13	140	0	0	23	0	0	0	0	7	0	0	1	2	32	4	24	0	0	0	54	0	0	0	0	0	2	100	0	0	0	82	0	0	0	0	0	0	12	0	0	0	1	27	0	4	0	0	56	0	4	0	0	0	1	86	0	0	1	0	0	0	0	169	0	0	63	15	0	0	0	71	179	0	2	3	0	0	0	0	0	0	0	341	0	1	0	0	0	6	0	0	0	0	339	0	0	0	0
Tm9sf4	1	0	0	0	0	0	0	0	0	8	0	0	98	0	0	0	0	88	1	0	0	240	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	191	0	0	0	0	21	0	0	0	0	8	0	0	0	0	0	0	0	45	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	101	44	0	0	0	0	0	0	0	0	0	0	0	0	0	153	27	0	0	0	0	0	0	0	0	44	8	2	8	0	0	0	0	228	0	107	0	0	0	0	2	0	0	0	0	24	0	32	0	0	1	0	0	144	0	0	0	60	0	0	40	0	0	0	0	0	134	0	0	0	0	0	0	71	0	0	0	0	0	21	0	0	0	0
Tcf15	0	0	0	0	0	64	0	0	0	5	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	1	0	0	1	1	0	18	0	0	0	0	2	30	1	0	0	64	5	127	3	1	3	66	22	0	0	2	2	1	2	296	0	0	2	1	4	1	0	324	10	0	133	12	0	212	0	0	0	0	0	0	0	47	0	0	0	0	0	0	78	0	0	0	0	92	0	0	0	0	0	0	105	0	133	0	0	0	144	1	0	0	0	0	0	108	87	0	0	147	1	0	15	1	0	1	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Ccdc134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	654	1	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ninl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	2	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp120	112	0	0	5	0	0	0	0	0	0	113	0	0	2	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	431	0	0	3	0	7	0	15	0	0	0	0	0	0	0	0	0	2	2	0	25	17	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	127	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	20	224	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	69	20	0	0	0	0	2	0	0	87	0	1	0	0	0	153	1	0	0	0	0	0	0
