external_gene_name	logFC	FDR
Gm23966	-1.24030494	0.018133094
Gm20091	1.433187618	0.042260086
Ighv9-4	7.627302948	1.68E-05
Igkv1-117	10.36669851	6.38E-33
H2bc13	-2.457641592	0.001288138
Igkv8-28	8.710134824	1.89E-05
Igkv5-43	4.494432006	0.001294949
Ighv1-69	2.389308611	0.000278586
Ighv1-26	5.424577471	9.39E-19
Ighv1-22	10.37437981	3.67E-31
Gm3055	-1.925197832	0.005172154
Ighv1-42	7.699197629	7.50E-05
Ighv1-9	-3.362329211	1.74E-14
Olfr1307	-2.310612485	0.022007791
Igkv9-120	3.584917513	0.002371926
Gm26189	-1.949851125	0.000807078
Igha	1.495087033	1.51E-06
Snord14d	-1.524348628	0.001958546
Ighv1-82	3.325634713	1.42E-06
Ighv1-39	7.153327976	1.19E-09
Gm10718	-3.00273601	7.27E-06
Ighv1-7	6.806784333	3.46E-07
H2bc15	-1.644423749	0.003175222
Gm21738	-3.224467851	8.58E-08
Ighv5-9	7.150383579	3.18E-08
Igkv3-5	5.296772157	1.78E-24
Igkv3-2	-4.715109687	1.65E-15
D630033O11Rik	1.799808185	0.000437788
Ighv1-66	7.162442161	2.52E-09
Gm10719	-3.260719248	1.18E-06
Ighv5-17	4.335055206	3.47E-05
Ighv14-2	5.814531284	4.80E-12
Gm6472	0.648272564	0.000176651
Ighv5-4	-5.790931476	1.16E-17
Ighv14-3	5.498175214	3.36E-06
Gm8935	1.498684101	0.00225748
Igkv4-53	10.25444008	3.47E-07
Igkv14-111	2.71123227	2.74E-06
Ighv1-58	3.840948459	2.96E-12
Gm10717	-3.238722557	6.81E-09
Rnu1a1	-4.023440186	7.63E-05
Ighv11-2	-2.236809594	0.003211922
Kcnj11	1.147354147	0.016532313
Cmtm4	0.443495074	0.017914455
Snord14c	-1.360134347	0.02693006
Snord88c	-1.295705898	0.035378851
Ighv1-78	3.984058667	8.13E-07
Igkv1-135	4.064953527	2.24E-05
Samd11	-1.253957966	0.03075188
Gm11168	-2.858731654	1.92E-05
Ighv1-19	4.246661109	8.66E-08
Gm8104	2.67923293	1.61E-09
Ighv1-77	4.435419841	0.000199186
Ighv9-3	2.098578169	3.64E-05
Ighv2-2	6.525650447	3.34E-14
Igkv10-94	-2.461671406	0.010313285
Igkv14-100	5.002058997	2.75E-05
Tpbgl	1.247945647	0.001376845
Rps19-ps4	1.06915184	0.034219799
Igkv3-4	10.25969381	9.07E-24
Igkv4-55	4.895632534	9.18E-09
Snhg18	1.220679428	0.00025056
Gm26621	-1.566436404	0.002942039
Gm26788	1.314209132	0.017723405
Gm26693	-1.924357081	0.00880589
Gm26692	-1.316952912	0.025205561
2610316D01Rik	2.199193941	0.00033256
Snora43	-2.449087132	0.004932594
Gm16712	-1.886521514	4.31E-05
Gm10425	1.412996013	0.003196479
Peak1os	1.631098677	0.00593738
2310010J17Rik	0.880453415	0.017375648
BC051077	-1.514232948	0.038036931
Cep83os	0.575071923	0.011748133
Gm17501	2.376919649	0.005237961
Rpl31-ps15	1.270063894	0.026044295
Gm16897	-0.923332778	0.029865454
C920009B18Rik	-1.070588313	0.029081961
Gm16793	-1.42263935	0.007002937
1500026H17Rik	1.251616938	0.009213136
9130213A22Rik	1.719815979	0.003020602
Mirg	-0.981629647	0.038142798
Mir155hg	0.73884547	0.037479053
Gm26520	-2.237599523	0.006115048
9530026P05Rik	1.536341288	4.94E-07
9930014A18Rik	0.415678313	0.049743747
Gm26796	-2.045311992	0.007551009
Gm26674	-1.792814706	0.017018535
Gm17322	1.121634777	0.000251658
A930012L18Rik	2.777047863	1.21E-05
4921504A21Rik	0.925399881	0.026522608
Gm8649	1.899921793	0.016306668
Gm26739	-1.43575212	0.00616935
Gm26740	1.181230525	0.03864721
Gm26850	2.065233925	7.55E-05
4930593A02Rik	-2.741435657	0.000859002
Gm26535	-2.383152426	0.018257443
Ptgs2os2	1.551546635	0.025976308
4930534D22Rik	1.58090245	0.017082668
Miat	1.647160231	0.000187222
Panct2	1.675434142	5.72E-07
Gm16701	0.871745207	0.041588091
Gm26574	-1.875033585	0.005335061
Gm27028	1.741121401	0.038332328
Gm26917	-0.59564564	0.00046606
Gm10535	-1.241814959	0.04011586
Ptprv	-1.097282305	0.001101552
Bvht	1.263612473	0.007988745
Gm8825	1.600369261	0.03457015
Rassf10	3.678409345	2.55E-21
Gm7507	1.642807187	0.000612604
Gm9358	-2.042152789	0.001450044
Gm8349	-1.68997987	0.005536283
Gm8756	1.834538874	0.007286129
Gm18014	-1.244368694	0.013138521
Gm27415	-1.372515724	0.011898116
Mir6909	-2.232127172	0.035292337
Gm27166	1.900215161	0.016306668
Mir7027	-1.31207129	0.01538518
Igkv19-93	-1.549707959	0.035246132
Gm27390	-0.852189081	0.031456578
Gm17976	-2.113537202	0.013007065
Gm28187	0.717746199	0.01714153
1700067G17Rik	1.409862502	0.003904153
Gm28626	-2.341845466	0.000855616
Gm5960	2.451050307	8.37E-05
Gm8521	-2.367345972	0.010727734
Gm7200	-2.902658053	0.003175222
Ifnab	-1.245704748	0.045470914
Gm6445	1.057079683	0.003801567
Gm28512	-0.757233263	0.026733753
2310069B03Rik	2.176388557	1.13E-08
Gm5833	2.037070808	9.21E-17
Gm28523	1.636622065	0.011765467
Gm28777	-1.484934653	0.015307126
Gm10925	1.066752006	0.011961888
Gm18829	-3.763542904	0.000601926
A630072M18Rik	1.089085966	0.030692559
Platr1	1.110926564	0.025566266
Gm18342	1.350731926	0.010970604
1700109G14Rik	-1.977706222	0.026665209
Gm8495	-1.186773203	0.048459327
Gm28905	6.862273957	9.30E-09
Gm29560	-3.573377183	1.13E-05
Gm29438	-2.878341826	0.000442459
Ly6a2	2.675271162	8.31E-06
1700012I11Rik	1.797684472	5.32E-06
A930006L05Rik	-1.32501781	0.038598971
1810041H14Rik	1.230267715	0.01076562
Gm33280	-0.854518462	0.033711059
Gm37490	1.822922329	0.025124985
Snrpn	1.016743392	0.000702268
D330025C20Rik	-2.367343876	0.010727734
Gm37541	-2.50317364	0.004666442
Gm37626	-1.393112628	0.019290792
Gm38352	-1.96096062	0.0027615
Gm5100	2.274132114	0.001589919
Gm7265	-1.442424944	0.010927362
Gm37266	-3.371435184	1.14E-10
Gm37844	0.883616634	0.010603277
Gm37672	-2.835075376	0.000868619
Pcdhgb2	0.939956896	0.031823702
Naaladl2	2.201414292	1.98E-12
Gm38037	-1.166216335	0.019997371
Gm37139	-1.062913741	0.04152516
Gm37850	-0.950879721	0.036776712
Gm35106	1.522303198	0.024122392
Pcdhgc3	1.176880656	0.000988012
Gm37216	-2.50321171	0.004666442
E430014B02Rik	-1.807099423	0.029319484
Gm38318	-1.248286922	0.042832504
Gm37685	-1.450869168	0.003723202
Gm37305	0.489602938	0.038540763
Gm37200	1.274246959	0.033578935
Gm38120	-3.287717442	3.24E-07
Gm37048	-2.045311148	0.007551009
Gm9874	-1.977807865	0.026665209
Gm38289	-1.76092883	0.003328016
Gm37915	-1.08625548	0.040679132
Gm37593	-3.71870837	1.33E-08
Gm38157	1.355557672	0.019125714
Gm37176	-3.156663781	7.52E-10
6720464F23Rik	-2.456842569	0.001290004
Pcdhga7	0.960306632	0.003835358
Gm37409	-2.902658691	0.003175222
A730089K16Rik	1.054741461	8.18E-05
Pcdhga5	0.756251	0.033438375
Gm38365	-2.847217828	0.00035678
Gm38391	0.892301728	0.017762962
Gm38186	1.866628817	0.000175674
Gm30074	-1.188111254	0.019273747
Pcdhgb5	0.717616263	0.02395864
Gm6934	-2.730892734	1.99E-05
Gm37805	1.112314235	0.025625211
Gm37527	-2.287771727	2.31E-07
Pcdhga6	1.002859369	0.012314057
Pcdha8	1.999256012	5.39E-05
6030460B20Rik	1.574094536	0.03600243
Gm37940	-1.758767238	0.002282197
Gm37678	-1.405681054	0.025363445
Gm30292	1.308929812	0.013216531
Gm37820	-1.366488505	0.04062781
B230377A18Rik	1.026583542	0.041453505
Gm37985	-2.754110736	1.95E-05
Gm37750	-1.361042187	0.040425916
Gm38043	-1.212415753	0.020839349
Wdr49	-1.468178157	0.004552188
Gm37906	-1.521648652	0.021251457
Gm37509	3.685593474	7.06E-23
Ighv8-8	-3.364005769	8.22E-05
Gm10513	2.663080453	0.000579122
Gm37738	-1.521646295	0.021251457
Gm37336	1.573780928	0.000574868
Gm43589	-1.911526962	0.001409264
Gm38411	2.054702231	0.001288138
Gm42777	-1.678589048	0.031558449
Rps4x-ps	0.808213608	0.027049807
Gm43421	-1.235172485	0.029081961
Gm36448	-1.807097118	0.029319484
4930515G16Rik	1.456484537	0.004201551
Gm17743	1.797695069	0.000139252
9330198I05Rik	1.784119987	0.000191743
Gm43215	-1.931117175	0.015104087
Gm42486	1.460973167	0.034330244
Gm43336	-2.217478234	0.022887839
Gbp10	-1.079257542	0.011132066
Gm42470	1.081610858	0.049385927
Mir1191b	-1.89853492	0.008915647
Gm3716	0.906290884	0.037602853
Gm43200	-2.234262668	0.000134892
5330426L24Rik	1.353722241	0.015991476
Iglc3	2.927651736	0.004611776
Gm5987	1.363655105	0.026008748
Igkv2-109	7.296969415	2.84E-10
Gm19739	1.610284038	0.039919739
4930509H03Rik	-2.113549502	0.013007065
Gm6639	-2.89401568	2.09E-05
Gm43237	-2.257463755	0.000533825
Gm42587	1.89992233	0.016306668
AC174780.1	-1.974260465	0.00013191
Gm42748	-0.884439669	0.025407326
Gm10290	2.287035943	0.013458492
Gm42141	-1.084486784	0.037026203
Gm17954	1.132755348	0.03405201
Gm43147	-1.898534942	0.008915647
Gm43602	2.511757269	0.004322916
Gm43570	0.821566953	0.005062947
Gm43254	0.656596619	0.005007395
Gm43360	-1.22942619	0.033117262
Gm4332	0.612049682	0.001439342
Gm43697	-1.406699942	0.024499873
Gm4525	1.267677006	0.033148334
4930520M14Rik	-2.271752814	2.44E-05
Gm42907	-4.023403236	7.63E-05
Gm42518	1.52552708	0.00018143
Gm32051	0.691136802	0.032729878
Gm17833	-1.253438476	0.032517763
Gm43032	2.268134448	4.68E-07
Gm43813	-2.15124086	0.003615008
Gm43534	3.059897457	9.15E-18
Gm43176	1.267432878	0.041337446
Gm20005	-2.902830581	0.003175222
Gm43417	-2.151113832	0.003615008
C030017G13Rik	-2.232145285	0.035288679
Gm35648	-1.618214487	0.008497947
Gm43808	-1.298671025	0.007467006
Gm42507	-2.113537358	0.013007065
Gm43069	-1.618210489	0.008499409
Gm43312	-2.167740616	0.002986256
Gm43102	-1.281547456	0.043655694
Gm19719	-0.778077341	0.031743764
Gm43372	1.574089976	0.03600243
Gstm2-ps1	1.061968786	0.040986772
Gm6308	-1.628338031	0.006133451
Gm43863	-0.916638115	0.02097511
Gm44282	-2.074034112	0.000658403
Gm44220	2.007934631	5.32E-14
Gm44091	-1.828995839	0.001877072
2900060B14Rik	-3.038562001	4.59E-06
Gm38910	0.572429436	0.021175618
Gm44126	1.286435963	0.008915647
Gm43914	1.547561381	0.000184292
Gm43904	0.768228056	0.013352446
Gm6423	-2.113549501	0.013007065
Gm44066	0.839543355	0.040986772
Gm44223	-2.407949216	0.000139252
Gm44369	-1.686407795	0.011585727
Gm7932	1.102511783	0.006988092
Gm43909	6.620407565	1.13E-06
Gm44198	1.081609241	0.049423411
Gm4045	1.675594071	0.023648326
Gm43984	-1.301557793	0.025976308
Gm19434	-1.264584568	0.010479436
Gm43923	1.326021198	0.008250963
Gm44939	3.943815455	2.10E-22
Gm44950	0.870548664	0.040127849
Gm44745	-3.038665878	0.001290004
Gm44895	3.612268287	2.89E-05
Gm20949	-1.496460595	0.035796374
Gm44639	-2.113561967	0.013007065
Gm44636	-1.616984519	0.009018881
Gm44750	-2.249432487	0.001769099
Gm44911	-2.519073713	0.009138085
Gm45231	1.28016184	0.031115236
Gm44861	-2.473144319	1.20E-05
Gm44618	2.292151136	0.000910494
Gm44625	-1.373782393	0.036213239
Gm45069	-1.361262925	0.026214158
Gm45145	1.330577261	0.0141555
Gm19950	4.275534225	1.07E-15
Gm44752	-1.371403108	0.014334895
Gm45159	-2.367484428	0.010727734
Gm45194	1.091064217	0.028885153
Gm44947	1.397812514	0.04841444
4930453L07Rik	-1.82607755	0.000407655
Gm44577	-2.217480636	0.022887839
Gm45867	-1.287186217	0.015104087
Gm44751	1.082872176	0.031074875
Nup62	-0.414439869	0.026535773
B230206I08Rik	2.635360574	3.44E-15
Gm45630	-1.281996658	0.034653903
Gm45555	-1.792813693	0.017018535
Gm45745	-1.148802696	0.01334134
Gm45479	-1.05767588	0.029198667
Gm45509	-1.218883692	0.030032682
Gm45449	1.653213727	0.002672857
Gm7600	0.725837084	0.016582072
Gm45397	-1.971567285	4.15E-05
Gm45437	1.83475082	0.007302173
4930543E12Rik	3.507023761	7.02E-05
Gm45546	0.994614167	0.049265681
Gm45343	-1.083453316	0.033423501
Gm33148	-3.206860282	1.09E-05
Gm32742	-1.556786955	6.70E-06
Gm10252	-1.552910813	0.001551446
Gm42031	-1.206771511	0.013316046
Gm7269	1.4432446	0.042211705
Gm35572	-1.1576978	0.037659392
Gm45877	-2.729935714	2.12E-05
Gm31659	-2.598150082	0.004552188
C230057M02Rik	2.182925284	0.00010412
Gm4316	-1.142406369	0.025876255
Gm45774	3.036985767	1.92E-07
Gm39822	1.310731076	0.013298477
Gm42047	-1.120110389	1.94E-07
Gm45887	-1.807098279	0.029319484
Gm47179	1.973318983	0.010386135
Gm47416	-2.217668736	0.022887839
Gm32468	1.316373749	0.024203575
Gm48314	-1.291014713	0.015376547
Gm35028	1.04427344	0.003227976
Gm48671	-1.496555667	0.035079501
A730043L09Rik	-2.310629952	0.022004659
Gm47171	-4.434305773	1.24E-06
2900078I11Rik	-1.578722993	0.00251086
Gm18914	-1.849903434	0.011543469
1700027J07Rik	-2.264791055	0.020392484
Gm32511	1.787910563	0.001627243
Gm47159	-1.678473915	0.031558449
Gm17853	1.903924159	0.000726515
Gm47199	-2.367342735	0.010727734
Gm46142	1.270269114	0.042557458
Gm49373	-2.330857073	0.000118577
Gm39363	-1.686989462	0.01131811
9230112J17Rik	0.648444002	0.029235971
Gm6477	1.092059322	0.005332755
Gm35326	1.223694951	0.016306668
Gm46212	3.506722563	7.00E-05
Gm19810	0.9683601	0.021245909
Gm48893	-1.757193389	0.00235292
Gm46349	-2.21748014	0.022887839
Gm47724	2.597763342	4.77E-05
Gm6653	-1.643455801	0.002958523
Gm33337	1.723859047	0.003125783
Gm35189	1.290265048	0.000186629
5430401H09Rik	-1.298836704	0.030781201
BC024063	-1.160387909	0.044193876
Gm8188	1.506376334	0.009781105
Gm48086	-1.023537565	0.034335792
Gm47874	-1.482745264	0.016317987
Gm47976	0.953556785	0.04847713
Gm49454	-1.256590117	0.031670669
Gm36634	1.486104494	0.016605361
Gm33869	1.522399501	0.000694664
Gm48072	-1.406767157	0.039348129
4921515L22Rik	-1.299283284	0.023648326
Gm48898	-1.908954977	0.001554529
Gm47761	-1.363387776	0.026409888
Gm9111	2.905288979	9.05E-11
4930422I22Rik	-3.899433309	0.000217182
Gm32364	-2.217668148	0.022887839
Gm48804	-1.069400809	0.043847914
Gm48175	-1.907963383	0.000170589
Gm34574	-1.459263198	0.023485536
4930484H19Rik	1.389937443	0.012076423
Spata22	2.021704346	0.000473407
