Data from original supplementary file					
ensembl	geneSymbol	log2FC	FDR	fpkm.sum	type
ENSMUST00000044497	Pla2g4b	-0.4564600553	0.0141066117	2.2277227723	DN
ENSMUST00000027467	Serpine2	-0.4427213177	0.0141066117	12.9472140762	DN
ENSMUST00000114239	Samsn1	0.3747002317	0.014178896	142.0141535112	UP
ENSMUST00000001256,ENSMUST00000167545	Sema6b	0.4483556924	0.0142509114	6.1871684769	UP
ENSMUST00000159073,ENSMUST00000160013	Gng2	-0.411370039	0.0143148502	45.0209314495	DN
ENSMUST00000165513	Gm6450	0.5411452335	0.0143241623	7.8818443804	UP
ENSMUST00000065143,ENSMUST00000123295,ENSMUST00000124033,ENSMUST00000115512,ENSMUST00000043441,ENSMUST00000115513	Bcor	-0.3513493349	0.0143251188	37.0830821174	DN
	Cdh23	-0.4247414312	0.0143251188	1.4343822635	DN
ENSMUST00000170392	Pglyrp2	0.3762028473	0.0143366493	138.0344158992	UP
ENSMUST00000116594,ENSMUST00000070103	Sfmbt2	0.4699541221	0.0143525254	2.0574031391	UP
ENSMUST00000056978	Kif13a	-0.3456393007	0.0144819213	24.0171378351	DN
ENSMUST00000068415,ENSMUST00000174938	Zeb2	-0.3647901758	0.0145008203	24.5940496949	DN
	Prkcd	-0.3600474388	0.0145535136	59.5030830613	DN
ENSMUST00000034512	Oaf	0.4153432217	0.0145626949	8.0264261745	UP
ENSMUST00000023008	Asap1	-0.3465507673	0.0146332816	45.6482091848	DN
ENSMUST00000161816,ENSMUST00000162461,ENSMUST00000032269	Rad52	-0.3802139166	0.0146382713	15.7171922686	DN
ENSMUST00000061111	Marveld1	0.3810099241	0.014638557	61.843902439	UP
ENSMUST00000013755	Snx31	-0.6961412971	0.0147397485	1.4621409922	DN
ENSMUST00000099994	Ttc30a1	0.4984069773	0.0147623816	4.6469765816	UP
ENSMUST00000056904	Ercc6l	-0.4165703643	0.0147917844	14.487607245	DN
ENSMUST00000087557	Tspan6	0.3774989675	0.0148178983	20.2991452991	UP
ENSMUST00000041965	Cdc42bpb	0.4257092844	0.0148779373	17.7720401138	UP
ENSMUST00000022947	Matn2	-0.7396876027	0.0149350102	1.1689054015	DN
ENSMUST00000028829	Spred1	0.3495134902	0.0149419513	67.7775919732	UP
ENSMUST00000100309	Alg10b	0.3496691685	0.0149678483	54.7247583244	UP
ENSMUST00000023353	Mcm4	-0.3841287142	0.0150081873	101.188077246	DN
ENSMUST00000036564	Il22ra2	0.5366217463	0.0150708617	3.5038570849	UP
ENSMUST00000024963,ENSMUST00000144236	Mcfd2	0.3710616249	0.0151280098	80.0286343612	UP
ENSMUST00000052140	Gsg2	-0.4059142962	0.0151567155	10.3612099644	DN
ENSMUST00000153212	2810403D21Rik	0.7680589849	0.0151636342	2.545	UP
ENSMUST00000006391	Serpinb9	0.3795338257	0.01520461	27.4719764012	UP
ENSMUST00000003612	Dusp3	0.392129286	0.0152715431	18.9773809524	UP
ENSMUST00000077088,ENSMUST00000068487	Rad18	-0.4052589705	0.0153029942	23.5020468924	DN
ENSMUST00000050383	Zfp646	-0.3412167311	0.0153029942	28.2741398446	DN
ENSMUST00000023075,ENSMUST00000147093	C1qtnf6	0.3885691633	0.0153670325	30.0103092784	UP
ENSMUST00000107032	Arhgef17	0.4463115069	0.015407579	5.0219962851	UP
ENSMUST00000031534	Mad1l1	-0.354483489	0.0154362004	28.6079328757	DN
ENSMUST00000081214	Wdr91	-0.3869055842	0.0154362004	21.2242562929	DN
ENSMUST00000048043	Coro2b	-0.4159184886	0.0154572335	9.5247359644	DN
ENSMUST00000098242	Ggh	0.350068873	0.0154978476	44.0280941534	UP
ENSMUST00000038777,ENSMUST00000161779,ENSMUST00000160962	Hipk2	-0.3532512074	0.0155395968	20.3499552773	DN
ENSMUST00000171702,ENSMUST00000023756	Racgap1	-0.3738699433	0.0155395968	52.609980302	DN
ENSMUST00000106041,ENSMUST00000120272,ENSMUST00000029825	Depdc1a	-0.4941500474	0.015606949	3.9761401389	DN
ENSMUST00000129196	Gm16973	-0.4086720869	0.0156119248	11.655904059	DN
ENSMUST00000060484	Clec4a1	-0.9377897736	0.0156396038	1.2371134021	DN
ENSMUST00000114174	Cyyr1	0.5096970394	0.0156738721	5.1281419418	UP
ENSMUST00000087417,ENSMUST00000052332	Abi2	0.3500848023	0.0156893989	26.3743082341	UP
ENSMUST00000032735	Mphosph10	-0.3671708677	0.0156893989	30.9744408946	DN
ENSMUST00000141051	Ppp4r1l-ps	-0.387637528	0.0157272269	4.3563244215	DN
	BC051537	-0.6880908469	0.0158676809	1.5514131088	DN
ENSMUST00000109135	Zfp354c	0.3994708832	0.0158945237	7.7424468482	UP
ENSMUST00000030665	Nudc	-0.3638411251	0.0159008711	131.6019417476	DN
ENSMUST00000166341	Bcl9	-0.3543691806	0.0159404684	23.9860064586	DN
ENSMUST00000034859	Fbxo22	0.3804443679	0.0159721242	47.9761336516	UP
ENSMUST00000045674	Ppapdc2	0.3747352423	0.0160408774	18.9586948976	UP
ENSMUST00000099373,ENSMUST00000077666	Cnnm2	-0.4683223465	0.0160807978	4.3753762793	DN
ENSMUST00000100052	Igf2bp2	-0.4526827133	0.0160807978	6.0378573268	DN
ENSMUST00000045903	Trak1	-0.3550097655	0.0160807978	22.9626206613	DN
ENSMUST00000023682	Donson	-0.3751184749	0.0161083513	15.0194552529	DN
ENSMUST00000166518,ENSMUST00000002090	Ssr4	0.3479218622	0.0161687834	174.2481203008	UP
ENSMUST00000018506	Kpna2	-0.4282029538	0.0161929887	14.4622594968	DN
ENSMUST00000107171,ENSMUST00000015841,ENSMUST00000107170	Setdb1	-0.353283969	0.0161944787	33.5661923243	DN
ENSMUST00000063888	Pld4	-0.5208210248	0.0162029358	8.4672089476	DN
ENSMUST00000082125,ENSMUST00000072177	Nuak2	0.3840787155	0.0162348448	10.7410371319	UP
ENSMUST00000023161	Srl	-0.4025100576	0.0162357124	6.8014484007	DN
ENSMUST00000065302	Cenpj	-0.3759055627	0.0163534024	9.2038656236	DN
ENSMUST00000097542	Cep76	-0.410261509	0.0164255613	10.5192840938	DN
ENSMUST00000149564,ENSMUST00000045907	2700049A03Rik	-0.3743834457	0.0164692126	13.9098203384	DN
ENSMUST00000124341	Slc4a3	0.6187515396	0.0164692126	2.1525577184	UP
ENSMUST00000022612	Pbk	-0.3937719071	0.016564598	61.3766788767	DN
ENSMUST00000100847	Gm13826	0.3652571416	0.0165712071	82.8487518355	UP
ENSMUST00000143842	Gpatch8	-0.3554476745	0.0165712071	29.5235302742	DN
ENSMUST00000029266	Anxa5	0.355845753	0.0167166927	187.2807017544	UP
ENSMUST00000025276	3110002H16Rik	-0.3903276618	0.0168923601	24.6372688478	DN
ENSMUST00000018644	Adora2b	0.6685270545	0.0169505842	1.8702497286	UP
ENSMUST00000148754,ENSMUST00000147714,ENSMUST00000022793,ENSMUST00000126166,ENSMUST00000141453	Acin1	-0.3247010402	0.0170162907	102.207844723	DN
ENSMUST00000032342	Mgp	-0.9124745316	0.0170162907	3.1512605042	DN
ENSMUST00000068952	Wls	0.3503018194	0.0170162907	100.8018867925	UP
ENSMUST00000023510	Umps	-0.3806471762	0.0171702433	50.8792405851	DN
ENSMUST00000046548	Lgr4	0.4223087922	0.0173630987	4.3643395478	UP
ENSMUST00000021148	Ube2g1	0.3530987682	0.0173630987	36.6536152441	UP
ENSMUST00000071935,ENSMUST00000170242,ENSMUST00000168839	Myo9b	-0.3242448925	0.0173779755	45.0999035414	DN
ENSMUST00000050004	Rnf125	0.3639470439	0.0173779755	57.063253012	UP
ENSMUST00000089018	Tatdn2	-0.3797096846	0.0174474603	34.09969674	DN
ENSMUST00000074806	H2-Q2	0.9266512532	0.0174789603	1.4102564103	UP
ENSMUST00000013759	Fnbp4	-0.3285679392	0.0175672582	59.6929167558	DN
ENSMUST00000048518	4930547N16Rik	-0.4288829758	0.0176225877	8.0370472767	DN
ENSMUST00000030693	Fgr	0.4213534494	0.0176400269	4.5914689096	UP
ENSMUST00000093768	Gm12258.1	0.463262714	0.0176400269	8.9179548157	UP
	Col4a5	0.530078606	0.0176815318	1.222826087	UP
ENSMUST00000020027	Serinc1	0.33873926	0.0176829059	92.7423291492	UP
	Il6st	0.3827899663	0.0177033194	29.2621895124	UP
ENSMUST00000156538	Gm14207	0.9816964993	0.0177383469	1.3743589744	UP
ENSMUST00000048680	Hoxa9	-0.3556900882	0.0177800276	28.1211453744	DN
ENSMUST00000020551	Asb3	0.3767803368	0.0178759979	16.1726283048	UP
ENSMUST00000104999	Nrarp	0.4085606175	0.0180247237	14.5745920746	UP
ENSMUST00000106401,ENSMUST00000066466,ENSMUST00000106400	Camk2d	0.3563880482	0.0180284585	24.2002703312	UP
ENSMUST00000126070,ENSMUST00000001801,ENSMUST00000145791	Tcirg1	-0.3299832176	0.0181521615	43.226691042	DN
ENSMUST00000041618	Taf4a	-0.3453317869	0.0182753447	20.5888359428	DN
	B430319G15Rik	0.6221267619	0.0182754142	1.2340216323	UP
ENSMUST00000106000,ENSMUST00000058746	Cd151	0.3619085354	0.0183008815	49.0564153769	UP
ENSMUST00000112345	Scml2	-0.3732801265	0.0183335874	5.3287699647	DN
ENSMUST00000051691,ENSMUST00000026043	Slk	-0.3376707608	0.0184390683	68.3732705748	DN
ENSMUST00000041297	Zbed4	-0.4129376999	0.0184471481	7.9072798362	DN
ENSMUST00000001126	Slc46a1	0.6249726458	0.0184668657	2.4707973591	UP
	9930021J03Rik	-0.3576055872	0.0185344746	13.7796208531	DN
ENSMUST00000056781	Ccdc57	-0.395331461	0.018611771	5.161673094	DN
ENSMUST00000067249,ENSMUST00000125676,ENSMUST00000167673	A630033H20Rik	0.4517189489	0.0186130502	2.8771774432	UP
ENSMUST00000040182	Ccdc88a	-0.3415211622	0.0186338844	15.2665222102	DN
ENSMUST00000114000	Dmd	0.4260940478	0.0186338844	2.1683729035	UP
ENSMUST00000090398,ENSMUST00000073687	Dlg5	0.4481452929	0.0186922759	3.362102033	UP
ENSMUST00000167055	Carns1	-0.3521142891	0.018695579	12.6566447701	DN
ENSMUST00000030813	Apitd1	-0.4423878291	0.0187092455	16.4378378378	DN
ENSMUST00000039782	Chd6	-0.3259859244	0.0187553432	30.3177321157	DN
ENSMUST00000043850	Tmem149	-0.4133544254	0.0187731655	10.6011854361	DN
ENSMUST00000031455	Mfsd7a	0.5724988729	0.0188054032	3.4067253803	UP
ENSMUST00000150058,ENSMUST00000005651	Por	0.3624555448	0.0188054032	133.8160258714	UP
ENSMUST00000095383	AI597468	0.3380175772	0.0188074094	18.5841059603	UP
ENSMUST00000110924,ENSMUST00000048421	BC037034	-0.3412997595	0.0188351484	41.8244575937	DN
ENSMUST00000034969	Lctl	-0.6260516683	0.0189045999	1.5090403338	DN
ENSMUST00000085709	Ppcdc	-0.3469396968	0.0189520601	16.5433673469	DN
ENSMUST00000033463	Slc9a9	-0.509675219	0.0189748604	2.8898158803	DN
ENSMUST00000043845,ENSMUST00000171088,ENSMUST00000163762	Prr5l	0.4562183126	0.0190666634	4.0597519729	UP
ENSMUST00000044616,ENSMUST00000108319	Ints8	-0.3887349349	0.0191996804	18.77883448	DN
ENSMUST00000076961	Rabac1	0.3590475219	0.0191996804	186.2011494253	UP
ENSMUST00000114583	Zfp777	-0.361546926	0.0192395073	25.0531400966	DN
ENSMUST00000025425	Cep192	-0.3583888008	0.0192692767	35.113085622	DN
ENSMUST00000089049	Nudt18	0.4142382718	0.0193380824	9.1758685699	UP
ENSMUST00000059383	Fhl4	0.6403227061	0.0193803413	1.5423538231	UP
ENSMUST00000034278	Gins2	-0.3894084474	0.0194440677	31.9603097773	DN
ENSMUST00000029423	Serpini1	-0.4497257816	0.0195564121	6.2035851472	DN
ENSMUST00000027302	Ptpn18	0.3597502223	0.0196043546	115.3915275995	UP
ENSMUST00000098355	Gm10615	0.7316120489	0.0196665217	1.8413917759	UP
ENSMUST00000138534	2310010J17Rik	0.6200247282	0.0197134796	6.6228893058	UP
ENSMUST00000064493	D930048N14Rik	0.672834431	0.0197172964	1.4598540146	UP
ENSMUST00000112508	Lipo1	-0.4516300671	0.0197825203	7.2822878229	DN
ENSMUST00000088233	Fmnl3	-0.3725809412	0.0198026016	18.2473756276	DN
ENSMUST00000102860,ENSMUST00000154647,ENSMUST00000113645,ENSMUST00000113643	Phyhd1	0.478848162	0.0198256753	8.954607978	UP
ENSMUST00000094339	Peg12	0.4104679062	0.019856354	9.3937097385	UP
ENSMUST00000103075	Nsf	0.3698105078	0.0198662951	37.9019764957	UP
ENSMUST00000113064	Traf1	0.4733422346	0.0199060816	11.084701815	UP
ENSMUST00000118419	Adam5	0.605142593	0.0199092544	1.4097472924	UP
ENSMUST00000119790	Gm13680	0.4977865754	0.020027413	8.9078282828	UP
ENSMUST00000027981	Uap1	-0.3786363331	0.0201637636	50.0506161972	DN
ENSMUST00000086361,ENSMUST00000173769	AB124611	-0.6541188698	0.0202345909	4.5961538462	DN
ENSMUST00000106618,ENSMUST00000064129	Ttc39a	0.5038640791	0.0203410058	4.5402061856	UP
ENSMUST00000087195	Ociad2	0.3710314157	0.0203601574	21.1508659982	UP
ENSMUST00000147802	Rab36	0.529826462	0.0204201736	2.7098505174	UP
ENSMUST00000057551	Slbp	-0.3742510735	0.020499976	87.4984596426	DN
	1810010H24Rik	0.527640136	0.0205193127	5.8987226277	UP
ENSMUST00000061239	Sh3bp1	-0.3455190988	0.0206408274	50.3081827843	DN
ENSMUST00000035068	Setd2	-0.3314065961	0.0206417103	50.5006603434	DN
	Slc8a1	0.356523815	0.0206898396	7.3020228104	UP
ENSMUST00000114709	Bivm	0.3697485517	0.0207252013	22.0162875597	UP
ENSMUST00000062572	Fzd9	0.5059048436	0.0207885973	3.1531531532	UP
ENSMUST00000075255	Zfp874a	0.3548412084	0.0208018549	19.8454882571	UP
ENSMUST00000089085	Pde10a	0.4486227384	0.0208360311	2.9954515919	UP
ENSMUST00000131345	4933431E20Rik	0.417118954	0.0208403271	5.702257587	UP
ENSMUST00000073926	Rps12	0.3052505562	0.0208403271	88.828125	UP
ENSMUST00000025193,ENSMUST00000114242,ENSMUST00000114241	Brd2	-0.3281484567	0.0208695201	102.9760479042	DN
ENSMUST00000073843,ENSMUST00000113594,ENSMUST00000071944	Tec	-0.3906492519	0.0208695201	14.2700037922	DN
ENSMUST00000137371	A330009N23Rik	0.6062319171	0.020967295	2.9757199322	UP
ENSMUST00000165338	9930014A18Rik	0.3949154075	0.0209865805	14.6996294129	UP
ENSMUST00000154169	Rell1	-0.3842157779	0.0209973207	11.7290442314	DN
ENSMUST00000053705	B3gnt1	0.3972576098	0.0210082763	11.5100836203	UP
ENSMUST00000041361	Zfp335	-0.3255254368	0.0210540061	19.440774989	DN
ENSMUST00000082321	Cr2	0.5180339552	0.0210701874	1.0835488041	UP
ENSMUST00000163816	Fez1	0.7383397242	0.0210701874	1.5478056426	UP
ENSMUST00000097558,ENSMUST00000077353	Hmbs	-0.3717036369	0.0210701874	44.6383467279	DN
ENSMUST00000021381	Pnn	-0.3241925979	0.0210701874	99.6459537572	DN
ENSMUST00000056071	Pyhin1	-0.5481755018	0.0210701874	2.335243553	DN
ENSMUST00000126854,ENSMUST00000128775,ENSMUST00000129223	Rapgef3	0.407594531	0.0210701874	9.5756699947	UP
ENSMUST00000037324	Skp1a	0.3264926318	0.0210701874	413.9709944751	UP
ENSMUST00000040873	Srrt	-0.3278540463	0.0210701874	112.5133155792	DN
ENSMUST00000163425,ENSMUST00000042861	Stx11	-0.472812796	0.0211088157	5.9945674885	DN
ENSMUST00000018522,ENSMUST00000131964	Cuedc1	-0.34193895	0.0211121602	22.3287212676	DN
ENSMUST00000170417	Dnahc1	0.4371418812	0.0211223942	1.7215100829	UP
ENSMUST00000031117	Gnpda2	0.36386811	0.0211223942	32.2009830694	UP
ENSMUST00000021512	Dhrs7	-0.467040699	0.0211298576	15.4163454125	DN
	Gm11648	-0.5237388419	0.0211298576	2.695269527	DN
ENSMUST00000127243,ENSMUST00000112320,ENSMUST00000005365	Spc25	-0.3959612898	0.0211909469	30.3968253968	DN
ENSMUST00000040576	Parm1	-0.541245885	0.0211951546	3.1787602114	DN
ENSMUST00000171071	Zfp236	-0.3276700727	0.0212602564	13.3919305306	DN
ENSMUST00000034611	Phldb1	-0.3474719482	0.0212964219	13.6036036036	DN
ENSMUST00000022429	Arf4	0.3269726596	0.021357472	136.608546169	UP
	Tnrc6b	-0.3236135413	0.0214201497	18.1824934293	DN
ENSMUST00000108222	Mms22l	-0.372342619	0.0217080597	22.1616752984	DN
ENSMUST00000025170	Wdr46	-0.3637092477	0.0217746168	38.4713820382	DN
ENSMUST00000030784,ENSMUST00000114975	Prkag2	0.3677528419	0.021943417	63.6193379791	UP
ENSMUST00000094993	Klhl9	0.326212533	0.0220144031	71.8963472486	UP
ENSMUST00000074271,ENSMUST00000169502,ENSMUST00000005406	App	0.3469960235	0.02203399	57.5771188979	UP
ENSMUST00000021670	Ylpm1	-0.3282720592	0.02203399	38.1249108798	DN
ENSMUST00000022906	Fzd6	0.3454026704	0.022064961	23.7121762285	UP
ENSMUST00000168431,ENSMUST00000027244,ENSMUST00000163854,ENSMUST00000168512	Map4k4	-0.3438463198	0.0221083548	42.2210065646	DN
ENSMUST00000042808	Scarf1	0.3834656561	0.0222009146	94.3038635573	UP
ENSMUST00000074465	Aqp9	0.3466174229	0.0222892666	43.5310841547	UP
ENSMUST00000035813	Ppp1r9a	-0.3335675066	0.0223435901	23.4854684713	DN
ENSMUST00000002013	Spa17	0.5540197669	0.0224372192	6.7591240876	UP
	Ksr1	-0.35880538	0.0224587778	13.2537533842	DN
ENSMUST00000086209	Rnasel	-0.3304224144	0.0225481039	63.8281743525	DN
ENSMUST00000069292	Zfp248	0.433110773	0.0226125244	8.731874145	UP
ENSMUST00000006397	Epor	-0.3682465432	0.0226246476	16.1916529379	DN
ENSMUST00000117491	Gm14336	0.7713935455	0.0226293407	4.388185654	UP
ENSMUST00000021083	Hn1	-0.3718938191	0.0226869336	114.1241685144	DN
ENSMUST00000118191	Gm8213	0.6059984585	0.0227241364	7.1931818182	UP
ENSMUST00000041385,ENSMUST00000163971,ENSMUST00000092557	Arhgap27	-0.3546896681	0.0227685913	16.0906010344	DN
ENSMUST00000068603	Iqgap2	-0.3338069335	0.0227685913	150.320836966	DN
ENSMUST00000067843	Hmbox1	-0.3566919268	0.0227743576	22.6840123245	DN
ENSMUST00000068439	Pdlim1	0.3508650015	0.0228019242	98.8050734312	UP
ENSMUST00000034000	Asah1	0.3473154519	0.0228593686	72.0943227537	UP
ENSMUST00000029489	Gstm4	0.3637685018	0.0229892215	19.5582932692	UP
ENSMUST00000040059	Hyal3	-0.5152863611	0.0230047727	3.956736035	DN
ENSMUST00000020022	Smpdl3a	0.3291730127	0.0230094793	136.5872125631	UP
ENSMUST00000170953	Rps13	0.3269939214	0.0230563602	39.4357638889	UP
ENSMUST00000100790,ENSMUST00000067760	1110020G09Rik	0.3415349506	0.0230742232	86.3071543841	UP
ENSMUST00000103006	Nudt10	0.6874753991	0.0230742232	1.3443935927	UP
ENSMUST00000031058	Mapre3	0.4886115372	0.0230855781	8.4281200632	UP
ENSMUST00000030039	Fmn2	0.5083345622	0.0231005961	1.9691780822	UP
ENSMUST00000081503	Pbx4	-0.3557025064	0.023289657	14.3241224795	DN
ENSMUST00000155384	2900041M22Rik	0.546828353	0.0233332703	3.9977645306	UP
ENSMUST00000161465	Setbp1	0.4846357508	0.0233613544	2.3484772339	UP
ENSMUST00000162645	Zmiz1	-0.3297337469	0.0233851157	51.4158112252	DN
ENSMUST00000090276	Srrm2	-0.3116926675	0.0234399514	185.977754484	DN
ENSMUST00000030760	Necap2	-0.3693912023	0.0234811679	39.6500530223	DN
ENSMUST00000089752	Chd8	-0.318140293	0.0235021182	49.3149760824	DN
ENSMUST00000055349	Zfp943	0.3959648895	0.0235499734	16.8901098901	UP
ENSMUST00000035325	Qsox1	0.3428240482	0.0237728087	77.4977605255	UP
ENSMUST00000102578	Ankrd13a	-0.3431697045	0.0238060888	451.6002471424	DN
ENSMUST00000087342	Rps28	0.3223906301	0.0238060888	173.6996904025	UP
ENSMUST00000034060	Sh3rf1	0.420018917	0.0239284471	6.6066937512	UP
ENSMUST00000140402	Tmem44	-0.4359934665	0.0239299293	3.6409832191	DN
ENSMUST00000075406	Szt2	-0.3132839549	0.0240190036	15.6503766305	DN
ENSMUST00000068904,ENSMUST00000153021,ENSMUST00000141190	Krt7	0.4524840911	0.0240199906	8.3165930092	UP
ENSMUST00000036555	Myo5c	0.4118985975	0.0241335225	13.2730533553	UP
ENSMUST00000072607	Ints1	-0.336978111	0.0241487154	43.7864421172	DN
ENSMUST00000001059	Ern1	-0.3541862173	0.0242389609	38.9453717754	DN
ENSMUST00000119777	Gm12848	1.0452741676	0.0242389609	1.4047619048	UP
ENSMUST00000026672	Pde8a	0.3881333261	0.0242396872	13.7241638482	UP
	Golgb1	-0.4013047588	0.0242652073	2.0602669808	DN
ENSMUST00000067864	Srsf12	0.6261439407	0.0243373429	1.0354223433	UP
ENSMUST00000030080	Snx30	-0.3554292218	0.0243695619	20.2767404641	DN
ENSMUST00000099466	Sorbs1	0.3804794909	0.0244049153	9.988903684	UP
ENSMUST00000136789	Lrch2	0.3817041144	0.0244129981	8.4812239221	UP
	1500004A13Rik	-0.4255208966	0.0244315033	3.593879239	DN
ENSMUST00000031554	Tmem168	0.3247793872	0.0244359702	27.0052828527	UP
ENSMUST00000102585	Fgf11	-0.5630486674	0.0244427957	6.6864784547	DN
ENSMUST00000088095	Ncoa3	-0.3473763802	0.0245573267	23.9164890783	DN
ENSMUST00000055159	Arl11	-0.5228535512	0.0246427268	5.4324324324	DN
ENSMUST00000030360	Lrrc42	0.3802074951	0.0248205266	34.3449656751	UP
ENSMUST00000119767	Rpl30-ps1	0.862941619	0.0249639791	3.2132564841	UP
ENSMUST00000054030	Acy3	0.4376983674	0.0249720572	11.0521042084	UP
ENSMUST00000034632	Tmem218	0.413580268	0.0249720572	17.5196850394	UP
ENSMUST00000037023	Rps29	0.2922947903	0.0250218733	91.1627906977	UP
ENSMUST00000105778	Prdm2	-0.3357749485	0.0251933536	18.2450818962	DN
ENSMUST00000045802	2810417H13Rik	-0.3918272256	0.0251991961	36.5631556861	DN
ENSMUST00000036372	Chsy1	-0.3870364601	0.0252282224	14.4967649173	DN
ENSMUST00000113067,ENSMUST00000033804,ENSMUST00000101227	Zcchc18	0.4431620847	0.0252282224	3.5263157895	UP
ENSMUST00000116547	Chic1	0.4127485993	0.0254016632	3.8296146045	UP
ENSMUST00000036497	Prkar2b	0.3286150204	0.0254016632	107.7322975799	UP
ENSMUST00000026139	Lrrc45	-0.3152734265	0.0254495602	31.9038854806	DN
ENSMUST00000070656	Tgfb1i1	0.5911340751	0.0254539128	2.0457559682	UP
ENSMUST00000044113	Eif2c2	-0.3411600976	0.0254835877	33.1540189715	DN
ENSMUST00000052380	Insl6	0.4350053963	0.0254835877	22.7963525836	UP
ENSMUST00000144950,ENSMUST00000050073	Dnajb4	0.3380563959	0.0254875954	38.867601779	UP
ENSMUST00000025751	Ighmbp2	-0.3848117868	0.0254875954	6.6044708852	DN
ENSMUST00000011623	Dennd1c	-0.3170652091	0.0255228666	46.1894273128	DN
ENSMUST00000004378	Eno2	0.471555298	0.0255363041	4.873997709	UP
ENSMUST00000026917	Nrp1	-0.5858329906	0.0255761386	1.2586820261	DN
ENSMUST00000002825	Baz1b	-0.3185714661	0.0255988976	92.9474586841	DN
ENSMUST00000166360	Agpat3	0.3604537905	0.0257242853	38.4339457568	UP
ENSMUST00000005607	Asf1b	-0.3634399278	0.025963007	38.9811912226	DN
ENSMUST00000063249	Xrcc1	-0.3470620176	0.0259705942	40.7951356408	DN
ENSMUST00000107565,ENSMUST00000017561	Plxdc1	-0.6838284367	0.0260013045	1.0290556901	DN
ENSMUST00000119575,ENSMUST00000067506,ENSMUST00000118802,ENSMUST00000090070,ENSMUST00000114527	Gimap4	0.4358677058	0.0260096655	9.7315993359	UP
ENSMUST00000114232	H2-DMb1	0.3658983599	0.0260099099	50.1956181534	UP
ENSMUST00000051396	Soat1	0.3498788748	0.0260333705	19.3835185573	UP
ENSMUST00000043311,ENSMUST00000099501	Hmha1	-0.3126894598	0.0260792642	144.2341112215	DN
ENSMUST00000132374	Nkiras1	0.3544884983	0.026120141	16.8429661941	UP
ENSMUST00000103124,ENSMUST00000147208	Hap1	0.6024922678	0.0262090835	1.0473612991	UP
ENSMUST00000029679	Cks1b	-0.3986549851	0.0262709723	95.2519893899	DN
ENSMUST00000125209	Mctp1	0.3368209234	0.0263268599	39.4833645736	UP
ENSMUST00000030886	Miip	-0.3307180329	0.0263268599	27.592900721	DN
ENSMUST00000084250,ENSMUST00000030726	Rcc1	-0.3676573088	0.0263795377	49.23791019	DN
ENSMUST00000033015,ENSMUST00000057195,ENSMUST00000118125	Nup62	-0.3423179621	0.0263823684	44.7637374385	DN
ENSMUST00000019931	Lrp11	0.5211580932	0.0263981901	2.1666666667	UP
	Ablim1	-0.3752350717	0.0264409603	10.054640931	DN
ENSMUST00000153510,ENSMUST00000049353	Zfp692	-0.3070104296	0.0265654599	26.424883841	DN
ENSMUST00000086353	Gm885	-0.5384091266	0.0265789787	5.9139375476	DN
ENSMUST00000057598	Mblac2	0.3531212101	0.026614946	7.3047177108	UP
ENSMUST00000102881	Plek	0.3281087828	0.0266219168	148.0204528853	UP
ENSMUST00000060232	Rab2a	0.3339250113	0.0266309419	99.5192776964	UP
ENSMUST00000090726	Slc43a3	-0.3656376985	0.0266875443	50.1661514683	DN
ENSMUST00000069749,ENSMUST00000121693	Rab27b	0.3398310606	0.0266895698	18.0054836895	UP
ENSMUST00000025830	Apba1	0.4248431777	0.0267200075	2.0796192778	UP
ENSMUST00000090159,ENSMUST00000163476,ENSMUST00000165363,ENSMUST00000006053	Smpd4	-0.3604527655	0.0267200075	26.4311867327	DN
ENSMUST00000049385	Eif1	-0.369528724	0.0267772535	261.5782932891	DN
ENSMUST00000049263	Sltm	-0.3184881238	0.0268359419	61.206804891	DN
ENSMUST00000114691,ENSMUST00000079441	Zbtb20	-0.3598329908	0.026848606	7.0488661769	DN
ENSMUST00000100013,ENSMUST00000061350	Atp13a3	-0.377190396	0.0271645263	25.1855670103	DN
ENSMUST00000117913	Naip2	0.3383661563	0.027184045	26.0214270855	UP
ENSMUST00000069485	A530032D15Rik	0.7148825862	0.0272027465	2.250427838	UP
ENSMUST00000028052,ENSMUST00000028049	Rabgap1l	-0.3485850753	0.0272103885	25.2859105803	DN
	D830031N03Rik	-0.3064165561	0.0272282072	10.9825511432	DN
ENSMUST00000075767,ENSMUST00000091497	Frmd4a	-0.3418347621	0.0272774933	25.5488378342	DN
ENSMUST00000021920	Sptlc1	0.3532001751	0.0273673569	42.7986682335	UP
ENSMUST00000013766	0610007C21Rik	0.3419481118	0.0274407696	72.0492662474	UP
ENSMUST00000107538,ENSMUST00000003203,ENSMUST00000107539	Cdk12	-0.3313432489	0.0274407696	17.9833141542	DN
ENSMUST00000058678	Ppp1r3d	0.3930649689	0.0274730386	7.4441041348	UP
ENSMUST00000051454	Fam171b	0.4339337535	0.0275100503	3.2043709392	UP
ENSMUST00000040056,ENSMUST00000098134	Ppfibp2	-0.3448017944	0.0277367794	9.7119472789	DN
ENSMUST00000046750	Tspan33	-0.3904741201	0.0277367794	18.0215274218	DN
ENSMUST00000046426	Tpcn1	-0.3541842094	0.02781692	31.1417748918	DN
ENSMUST00000094869	Gm1673	0.6823441564	0.0279048488	5.8941176471	UP
ENSMUST00000151198	4932415G12Rik	0.326693228	0.0279777055	24.543804453	UP
