Reanalysed, two affy_ctrls_lines deleted						
ID	Gene.symbol	logFC	adj.P.Val	P.Value	t	Gene.title
1417262_at	Ptgs2	5.125789489	0.0414170995	0.0029643618	10.5550882929	prostaglandin-endoperoxide synthase 2
1420905_at	Il17ra	0.9730088025	0.0415107141	0.0029728916	10.5435405822	interleukin 17 receptor A
1416250_at	Btg2	-2.6144239528	0.0415191283	0.0029768579	-10.5381863734	B cell translocation gene 2, anti-proliferative
1452414_s_at	Ccdc86	-1.6786081466	0.0415191283	0.0029771539	-10.5377872043	coiled-coil domain containing 86
1426815_s_at	Sec16a	-1.2632842585	0.0415268694	0.0029795392	-10.5345724104	SEC16 homolog A, endoplasmic reticulum export factor
1451290_at	Map1lc3a	-1.9744543119	0.0415451859	0.0029826843	-10.5303387747	microtubule-associated protein 1 light chain 3 alpha
1433721_x_at	Gm5963///Rps21	-0.5749283788	0.041605154	0.0029888233	-10.522092884	predicted pseudogene 5963///ribosomal protein S21
1451449_at	Erlec1	0.3479286435	0.0416598757	0.0029948068	10.5140780823	endoplasmic reticulum lectin 1
1417236_at	Ehd3	0.9237287874	0.0416598757	0.0029964265	10.5119122837	EH-domain containing 3
1418073_at	Acot9	1.2671580743	0.0417153412	0.0030022544	10.5041326555	acyl-CoA thioesterase 9
1418016_at	Pum2	1.1958835763	0.0419939988	0.0030241602	10.4750743444	pumilio RNA-binding family member 2
1455792_x_at	Ndn	0.6874112763	0.0419973099	0.0030262495	10.4723178015	necdin
1449084_s_at	Sh3d19	4.0140866139	0.0420347323	0.0030328916	10.4635719696	SH3 domain protein D19
1417103_at	Ddt	-1.5225688946	0.0420347323	0.0030329179	-10.4635374071	D-dopachrome tautomerase
1455805_x_at	Ccdc22	-1.3750614194	0.0420347323	0.003034708	-10.4611849056	coiled-coil domain containing 22
1428193_at	Usp9x	2.0410196175	0.0420347323	0.0030363564	10.4590202678	ubiquitin specific peptidase 9, X chromosome
1423175_s_at	Pard6b	0.5297353735	0.0420495755	0.0030392818	10.4551826029	par-6 family cell polarity regulator beta
1417006_at	Commd4	-1.8109677494	0.0420500327	0.0030421145	-10.451471413	COMM domain containing 4
1443464_at		-0.1552998505	0.0420500327	0.0030465706	-10.4456428359	
1423687_a_at	Man2c1	-2.0937213328	0.0420500327	0.0030468241	-10.4453115854	mannosidase, alpha, class 2C, member 1
1419278_at	Usp48	-1.0415893753	0.0420500327	0.0030470443	-10.4450239114	ubiquitin specific peptidase 48
1453208_at	Smim10l1	1.5365162293	0.0420500327	0.003048581	10.4430169531	small integral membrane protein 10 like 1
1430837_a_at	Mbd1	-1.2950345415	0.0420558957	0.0030520846	-10.4384466206	methyl-CpG binding domain protein 1
1420477_at	Nap1l1	0.56782022	0.0420558957	0.0030549876	10.4346650505	nucleosome assembly protein 1-like 1
1419493_a_at	Tpd52	0.89680229	0.0420558957	0.0030611112	10.4267044648	tumor protein D52
1423112_at	Ube2d3	1.0377760941	0.0420558957	0.0030611429	10.4266632779	ubiquitin-conjugating enzyme E2D 3
1416495_s_at	Ndufs5///BC002163	-2.5376304059	0.0420558957	0.0030614874	-10.4262161611	NADH dehydrogenase (ubiquinone) Fe-S protein 5///NADH dehydrogenase Fe-S protein 5 pseudogene
1449968_s_at	Acot10///Acot9	1.0919629115	0.0420558957	0.0030616781	10.4259686859	acyl-CoA thioesterase 10///acyl-CoA thioesterase 9
1419183_at	Papd4	-1.0305849074	0.0420558957	0.0030619806	-10.4255760504	PAP associated domain containing 4
1448443_at	Serpini1	1.1338302088	0.0420788084	0.0030655033	10.4210081715	serine (or cysteine) peptidase inhibitor, clade I, member 1
1460678_at	Klhdc2	1.2373626725	0.0421049323	0.0030710766	10.4137959427	kelch domain containing 2
1437423_a_at	Sra1	-1.1387537525	0.0421049323	0.0030722581	-10.4122693177	steroid receptor RNA activator 1
1451783_a_at	Kifap3	1.0900366793	0.0421049323	0.0030760171	10.407417632	kinesin-associated protein 3
1447631_at	Kat7	-2.6855415576	0.0421049323	0.0030761959	-10.4071870143	K(lysine) acetyltransferase 7
1428874_at	Fam96b	-1.9990406576	0.0421049323	0.0030783356	-10.404429104	family with sequence similarity 96, member B
1424119_at	Prkab1	-1.3618037483	0.0421049323	0.0030785404	-10.4041652665	protein kinase, AMP-activated, beta 1 non-catalytic subunit
1421603_a_at	Ceacam2	-0.1907176816	0.0421447834	0.0030833116	-10.3980256584	carcinoembryonic antigen-related cell adhesion molecule 2
1449346_s_at	Riok1	-1.0256315825	0.0421509101	0.0030856175	-10.3950630219	RIO kinase 1 (yeast)
1434605_at	Eif5b	2.1028318449	0.0423083886	0.0030990102	10.3779157461	eukaryotic translation initiation factor 5B
1423408_a_at	Chtop	1.5818075781	0.0423332783	0.0031044737	10.3709496502	chromatin target of PRMT1
1422006_at	Eif2ak2	-0.214354052	0.0423332783	0.0031045648	-10.3708336554	eukaryotic translation initiation factor 2-alpha kinase 2
1416695_at	Tspo	-1.132019215	0.0423405365	0.0031069631	-10.3677811319	translocator protein
1424134_at	Rspry1	0.4136749296	0.0424370984	0.0031159192	10.3564105422	ring finger and SPRY domain containing 1
1424979_at	Aph1a	-1.8255993558	0.0424888435	0.0031215911	-10.34923254	aph1 homolog A, gamma secretase subunit
1448691_at	Ubqln4	-0.8456792611	0.0426425522	0.0031370997	-10.3296966438	ubiquilin 4
1422457_s_at	Sumo3	2.0694893558	0.0426425522	0.0031384084	10.3280540616	small ubiquitin-like modifier 3
1455283_x_at	Ndufs8	-2.3603834703	0.0426425522	0.0031442647	-10.3207155125	NADH dehydrogenase (ubiquinone) Fe-S protein 8
1460165_at	Ppp1ca	-1.2123748269	0.0426425522	0.0031454277	-10.3192603246	protein phosphatase 1, catalytic subunit, alpha isoform
1416218_x_at	Rpl37a	-1.819536227	0.0426425522	0.0031487718	-10.3150802637	ribosomal protein L37a
1427445_a_at	Ttn	-0.2824401093	0.0426425522	0.0031524204	-10.3105264568	titin
1421630_at	Zfy2///Zfy1	-0.4026218776	0.0426425522	0.0031534832	-10.3092013807	zinc finger protein 2, Y-linked///zinc finger protein 1, Y-linked
1436451_a_at	Gm10698///Tmed2	1.1004620375	0.0426425522	0.0031543972	10.3080623447	predicted gene 10698///transmembrane emp24 domain trafficking protein 2
1434898_at	Tnrc6a	-1.604135581	0.0426425522	0.003155341	-10.3068865492	trinucleotide repeat containing 6a
1455988_a_at	Cct6a	1.0823864113	0.0426425522	0.0031567542	10.30512692	chaperonin containing Tcp1, subunit 6a (zeta)
1419554_at	Cd47	-0.86132243	0.0426425522	0.0031569325	-10.3049050484	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
1437061_at	Mbd1	-1.6294888018	0.0426425522	0.0031578781	-10.3037282396	methyl-CpG binding domain protein 1
1423732_at	Tram1	1.3638200575	0.0426425522	0.0031593695	10.3018733598	translocating chain-associating membrane protein 1
1426745_at	Rnasek	-0.4952759412	0.0426425522	0.0031620985	-10.2984821877	ribonuclease, RNase K
1429207_at	Mir5136///5730408K05Rik	-3.8468945486	0.0426425522	0.0031639186	-10.2962227295	microRNA 5136///RIKEN cDNA 5730408K05 gene
1454697_at	Sec62	-0.8276570313	0.0426425522	0.0031643253	-10.2957181497	SEC62 homolog (S. cerevisiae)
1423368_at	Laptm4a	1.8452641299	0.0426425522	0.0031648329	10.2950884847	lysosomal-associated protein transmembrane 4A
1425713_a_at	Rnf146	1.5044361603	0.0427504654	0.003175982	10.2812921022	ring finger protein 146
1426474_at	Atpaf2	-0.7326537954	0.0427504654	0.0031766102	-10.2805167618	ATP synthase mitochondrial F1 complex assembly factor 2
1455808_at	4922502D21Rik	-0.1676203364	0.0428996898	0.0031940173	-10.2591140702	RIKEN cDNA 4922502D21 gene
1427932_s_at	A130040M12Rik///1200015M12Rik///1200003I10Rik	2.1921171533	0.0428996898	0.0031942955	10.2587732741	RIKEN cDNA A130040M12 gene///RIKEN cDNA 1200015M12 gene///RIKEN cDNA 1200003I10 gene
1448732_at	Ctsb	1.2788215389	0.0428996898	0.003195016	10.2578909845	cathepsin B
1417097_at	Mecr	-2.122023229	0.0428996898	0.0031963341	-10.2562774895	mitochondrial trans-2-enoyl-CoA reductase
1448028_at	Tbc1d24	-1.7591862281	0.0428996898	0.0031971518	-10.2552769711	TBC1 domain family, member 24
1423472_at	Sept2	1.3813759785	0.0429383277	0.0032029586	10.2481823512	septin 2
1423087_a_at	Prickle4///Tomm6	0.9128702209	0.0429383277	0.0032039573	10.2469639183	prickle planar cell polarity protein 4///translocase of outer mitochondrial membrane 6 homolog (yeast)
1434579_x_at	Ndufs8	-2.4790885561	0.0429383277	0.0032057086	-10.2448285371	NADH dehydrogenase (ubiquinone) Fe-S protein 8
1437378_x_at	Scarb1	0.1919515891	0.0429430984	0.0032079573	10.2420889248	scavenger receptor class B, member 1
1438358_x_at	Pfdn5	-0.9183579867	0.0429994455	0.0032140617	-10.2346653876	prefoldin 5
1422264_s_at	Klf9	2.117174178	0.0430538148	0.003220371	10.2270128169	Kruppel-like factor 9
1416418_at	Gabarapl1	2.1430040038	0.0430538148	0.0032219206	10.2251364867	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
1416296_at	Il2rg	1.0544305423	0.0430558345	0.0032253811	10.2209506599	interleukin 2 receptor, gamma chain
1455796_x_at	Olfm1	-0.1893748809	0.0430558345	0.0032271083	-10.2188637695	olfactomedin 1
1439111_at	Tsc22d1	-3.1545161713	0.0430558345	0.0032278896	-10.2179202025	TSC22 domain family, member 1
1423895_a_at	Celf2	-0.4529574188	0.0430558345	0.003229662	-10.2157810107	CUGBP, Elav-like family member 2
1450291_s_at	Ms4a4c	3.6622724673	0.0430571531	0.0032316585	10.2133731741	membrane-spanning 4-domains, subfamily A, member 4C
1416743_at	Uap1	0.9419465321	0.0430728013	0.0032347313	10.209671328	UDP-N-acetylglucosamine pyrophosphorylase 1
1455245_x_at	Rpl13-ps6///Rpl13	-0.493018775	0.0431140746	0.0032398586	-10.2035050981	ribosomal protein L13, pseudogene 6///ribosomal protein L13
1451577_at	Zbtb20	-2.4672758461	0.0431140746	0.0032416312	-10.2013764303	zinc finger and BTB domain containing 20
1441992_at	Rab14	-0.8484757205	0.0431452998	0.0032458804	-10.1962800506	RAB14, member RAS oncogene family
1455456_a_at	Timm50	-1.0511058794	0.0431624537	0.0032490732	-10.1924567554	translocase of inner mitochondrial membrane 50
1437226_x_at	Marcksl1	1.29219655	0.0431927386	0.0032534313	10.1872462746	MARCKS-like 1
1448388_a_at	Sptssa	0.888680955	0.0431927386	0.0032551601	10.1851819832	serine palmitoyltransferase, small subunit A
1416014_at	Abce1	2.1253676748	0.043192769	0.003257066	10.1829079805	ATP-binding cassette, sub-family E (OABP), member 1
1455053_a_at	Dcun1d1	1.8963554933	0.0433070653	0.0032675935	10.1703798826	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)
1423916_s_at	Mlf2	3.9400546166	0.0434102243	0.0032790747	10.1567795195	myeloid leukemia factor 2
1415756_a_at	Snapin	0.5669658445	0.0434102243	0.0032792034	10.1566274205	SNAP-associated protein
1454914_at	U2surp	0.9211472439	0.0434291547	0.003283701	10.1513176208	U2 snRNP-associated SURP domain containing
1420122_at	AA517858	-0.1833178134	0.0434291547	0.0032858701	-10.1487604668	expressed sequence AA517858
1449214_a_at	Opa1	0.7313390265	0.0434291547	0.0032863754	10.1481649812	optic atrophy 1
1423173_at	Napb	-0.8106195965	0.043464765	0.0032918933	-10.1416715146	N-ethylmaleimide sensitive fusion protein attachment protein beta
1432394_a_at	Aatf	-0.6093049843	0.043464765	0.0032929013	-10.1404868803	apoptosis antagonizing transcription factor
1417112_at	Arl2bp	1.4249410984	0.043591482	0.0033059007	10.1252541217	ADP-ribosylation factor-like 2 binding protein
1422606_at	C1qtnf3	-0.1890499785	0.043591482	0.0033080824	-10.1227056219	C1q and tumor necrosis factor related protein 3
1417230_at	Ralgps2	-1.2429293578	0.043591482	0.003308265	-10.1224924262	Ral GEF with PH domain and SH3 binding motif 2
1416461_at	Caprin1	0.5134498794	0.0436494486	0.0033145879	10.1151198782	cell cycle associated protein 1
1448748_at	Plek	1.1401397813	0.0436963565	0.0033200757	10.1087366625	pleckstrin
1427937_at	Vma21	3.4092728918	0.0437245197	0.0033241426	10.1040154983	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
1418233_a_at	Trappc5	-1.318769925	0.0437299883	0.0033264857	-10.1012991147	trafficking protein particle complex 5
1432367_a_at	Ufd1l	0.3756618044	0.0437591818	0.003332535	10.0942978817	ubiquitin fusion degradation 1 like
1426843_at	Atg2a	-1.5301920764	0.0437591818	0.0033325635	-10.0942649491	autophagy related 2A
1426846_at	Cenpt	-1.3468508568	0.0437705185	0.0033358433	-10.090476349	centromere protein T
1425424_at		-3.918420305	0.0437705185	0.0033374819	-10.0885855393	
1448591_at	Ctss	1.4825090429	0.0437705185	0.0033398772	10.0858237439	cathepsin S
1416991_at	Mto1	-1.5310774934	0.0437705185	0.0033411432	-10.0843651278	mitochondrial tRNA translation optimization 1
1420611_at	Prkacb	0.8094181934	0.0437742667	0.0033444849	10.0805186215	protein kinase, cAMP dependent, catalytic, beta
1452187_at	Rbm5	2.7153086211	0.0437742667	0.0033460516	10.0787170168	RNA binding motif protein 5
1434379_at	Mxd4	-2.1158756219	0.0437742667	0.0033480963	-10.0763675034	Max dimerization protein 4
1424745_at	Phykpl	-1.7273948616	0.0437742667	0.0033491462	-10.0751618923	5-phosphohydroxy-L-lysine phospholyase
1427632_x_at	Cd55b///Cd55	-0.1919015578	0.0438388903	0.0033574087	-10.065691779	CD55 molecule, decay accelerating factor for complement B///CD55 molecule, decay accelerating factor for complement
1435519_at	Rap1b	1.3431558613	0.0438388903	0.0033579547	10.0650670938	RAS related protein 1b
1415814_at	Atp6v1b2	1.5843468389	0.0438915694	0.0033639242	10.0582464113	ATPase, H+ transporting, lysosomal V1 subunit B2
1455801_x_at	Tbcd	-0.3657443444	0.0439288054	0.003368714	-10.0527854876	tubulin-specific chaperone d
1455897_x_at	Hmgn1	1.1243576863	0.0439437263	0.0033718798	10.0491819798	high mobility group nucleosomal binding domain 1
1448843_at	Ssr1	0.5607057663	0.0439437263	0.0033737317	10.0470762859	signal sequence receptor, alpha
1427296_at	Fam120a	1.4982371679	0.0439723464	0.0033778669	10.0423797948	family with sequence similarity 120, member A
1426618_a_at	Pomgnt1	-1.3974004506	0.0439744405	0.0033799658	-10.0399990102	protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase
1436549_a_at	Hnrnpa1	-0.82080237	0.0440705547	0.0033892956	-10.0294406517	heterogeneous nuclear ribonucleoprotein A1
1415683_at	Nmt1	0.1540752356	0.04407984	0.0033949847	10.0230219305	N-myristoyltransferase 1
1417408_at	F3	-0.1544705024	0.04407984	0.0033952659	-10.0227050487	coagulation factor III
1427248_at	Nelfa	-1.5681507923	0.04407984	0.0033958378	-10.0220606465	negative elongation factor complex member A, Whsc2
1421317_x_at	Myb	-0.7558918487	0.0440825807	0.0033979918	-10.0196350953	myeloblastosis oncogene
1418254_at	Apip	-0.9290911722	0.0441325384	0.0034045318	-10.0122832788	APAF1 interacting protein
1423388_at	Ap1g1	1.3839389473	0.0441325384	0.0034057327	10.0109354502	adaptor protein complex AP-1, gamma 1 subunit
1422468_at	Ppt1	0.8029764733	0.0442494128	0.0034167021	9.9986535683	palmitoyl-protein thioesterase 1
1424293_s_at	Tmem55a	2.3562463124	0.0442624313	0.0034210794	9.9937676009	transmembrane protein 55A
1417199_at	Tmem183a	-0.3751714603	0.0442624313	0.0034216159	-9.9931693712	transmembrane protein 183A
1451080_at	Usp1	0.5650458838	0.0442624313	0.0034235596	9.9910029785	ubiquitin specific peptidase 1
1449674_s_at	Pdcd6ip	0.8341689698	0.0444634168	0.0034412247	9.9713907821	programmed cell death 6 interacting protein
1417077_at	Bcap29	1.6943581541	0.0444634168	0.0034430244	9.9694004315	B cell receptor associated protein 29
1417418_s_at	LOC101056141///Cox6a1	-2.3924523326	0.0444726094	0.00344696	-9.9650528734	uncharacterized LOC101056141///cytochrome c oxidase subunit VIa polypeptide 1
1456580_s_at	Atp5d	-1.9622801168	0.0444726094	0.0034476562	-9.9642844565	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
1452206_at	Sucla2	1.287960625	0.0446811858	0.0034657949	9.9443398691	succinate-Coenzyme A ligase, ADP-forming, beta subunit
1436917_s_at	Gpsm1	-2.2561910715	0.0446971816	0.003469574	-9.9402025408	G-protein signalling modulator 1 (AGS3-like, C. elegans)
1448185_at	Herpud1	1.872394545	0.0446971816	0.0034728943	9.9365724276	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
1421861_at	Clstn1	-0.9243162395	0.0446971816	0.0034729454	-9.9365166411	calsyntenin 1
1426593_a_at	Fbxo22	-1.2158798851	0.0447126966	0.0034771355	-9.9319425156	F-box protein 22
1416056_a_at	Ndufb11	-0.6074897425	0.0447126966	0.0034780921	-9.9308993276	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11
1434938_at	Rbfox2	-0.2206111763	0.044723046	0.0034808682	-9.9278740906	RNA binding protein, fox-1 homolog (C. elegans) 2
1433531_at	Acsl4	1.7787592595	0.0447826816	0.0034874834	9.9206784615	acyl-CoA synthetase long-chain family member 4
1451895_a_at	Dhcr24	1.3819432371	0.0447875396	0.0034909373	9.9169289388	24-dehydrocholesterol reductase
1435383_x_at	Ndn	0.777341045	0.0447875396	0.003493459	9.9141946315	necdin
1436761_s_at	Fam13c	-0.4712329764	0.0447875396	0.0034954933	-9.9119906866	family with sequence similarity 13, member C
1418433_at	Cab39	2.7659321228	0.0447875396	0.0034957573	9.9117048401	calcium binding protein 39
1423979_a_at	Slc25a29	-0.2609039953	0.0448282062	0.0035014133	-9.9055870999	solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29
1426878_at	Pbrm1	-2.0888065581	0.0448282062	0.0035028828	-9.9039999696	polybromo 1
1416184_s_at	Hmga1-rs1///Hmga1	0.9141065911	0.0449198334	0.0035120222	9.8941486072	high mobility group AT-hook I, related sequence 1///high mobility group AT-hook 1
1456601_x_at	Fxyd2	-0.4780983519	0.0451071336	0.0035286541	-9.8763107751	FXYD domain-containing ion transport regulator 2
1449268_at	Gfpt1	1.5815805291	0.0451698981	0.0035360987	9.8683636246	glutamine fructose-6-phosphate transaminase 1
1436680_s_at	Ddb2	-1.7066204011	0.0451698981	0.003538714	-9.8655771803	damage specific DNA binding protein 2
1428620_at	Ensa	-0.5125781605	0.0451698981	0.0035395363	-9.8647015925	endosulfine alpha
1453199_at	Acbd6	0.9966463609	0.0452573797	0.003548386	9.8552965559	acyl-Coenzyme A binding domain containing 6
1449134_s_at	Spic	-0.1994126408	0.0452921409	0.0035556576	-9.8475926021	Spi-C transcription factor (Spi-1/PU.1 related)
1451495_at	Wac	0.8632315219	0.0452921409	0.0035564184	9.8467878177	WW domain containing adaptor with coiled-coil
1419387_s_at	Muc13	0.7795335813	0.0452921409	0.0035570998	9.8460671848	mucin 13, epithelial transmembrane
1433588_at	Fam21	-0.4126531484	0.0453267682	0.003561817	-9.8410837919	family with sequence similarity 21
1450079_at	Nrk	-2.906167156	0.0453936765	0.0035693555	-9.8331385568	Nik related kinase
1418396_at	Gpsm3	-1.5503209674	0.0453936765	0.0035710759	-9.8313285078	G-protein signalling modulator 3 (AGS3-like, C. elegans)
1424039_at	Saraf	1.09137233	0.045458003	0.0035788061	9.8232103386	store-operated calcium entry-associated regulatory factor
1415686_at	Rab14	1.1487524626	0.045458003	0.0035801433	9.8218084451	RAB14, member RAS oncogene family
1415709_s_at	Gbf1	-0.2170743106	0.0454884425	0.0035845454	-9.817198437	golgi-specific brefeldin A-resistance factor 1
1456615_a_at	Bptf	-1.8487977125	0.045585803	0.0035942266	-9.8070871647	bromodomain PHD finger transcription factor
1428875_at	Golim4	2.517884083	0.0456055739	0.0035977954	9.8033692197	golgi integral membrane protein 4
1460366_at	Eml3	-1.126926047	0.0456429917	0.0036027588	-9.7982066805	echinoderm microtubule associated protein like 3
1433961_at	Rrnad1	-2.1584126086	0.0456534036	0.0036069679	-9.7938363734	ribosomal RNA adenine dimethylase domain containing 1
1437050_s_at	Angel2	-1.1841234463	0.0456534036	0.0036076048	-9.7931757263	angel homolog 2 (Drosophila)
1440192_at	Ttc39b	0.6800146038	0.045689858	0.0036124991	9.7881038869	tetratricopeptide repeat domain 39B
1460182_at	Snx4	0.8372155301	0.0457892207	0.0036223733	9.7779000938	sorting nexin 4
1421064_at	Mpp5	3.0456401894	0.045789584	0.0036269666	9.7731664855	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)
1452349_x_at	Mnda///Ifi205	-1.7404592953	0.045789584	0.0036269906	-9.7731417002	myeloid cell nuclear differentiation antigen///interferon activated gene 205
1434300_at	U2surp	4.2578885645	0.045789584	0.0036284562	9.771633053	U2 snRNP-associated SURP domain containing
1423571_at	S1pr1	2.5042828005	0.0458773018	0.0036374291	9.7624147224	sphingosine-1-phosphate receptor 1
1418291_at	Zfp87	1.0125833375	0.0459807134	0.0036476547	9.7519471853	zinc finger protein 87
1417986_at	Nrarp	0.3772874109	0.0460364115	0.0036553423	9.7441040265	Notch-regulated ankyrin repeat protein
1428146_s_at	Acaa2	-1.3402435758	0.0460364115	0.0036564904	-9.7429346237	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
1424788_at	Kri1	-2.3701352938	0.0460364115	0.00365816	-9.7412349314	KRI1 homolog
1434930_at	Tpcn1	-0.7829872174	0.0460416553	0.0036606058	-9.7387469433	two pore channel 1
1448668_a_at	Irak1	1.8486558096	0.0460573505	0.0036638835	9.7354162948	interleukin-1 receptor-associated kinase 1
1424637_s_at	Ccdc47	0.9098458063	0.0460732288	0.0036671772	9.7320735298	coiled-coil domain containing 47
1423908_at	Ndufs8	-3.5661861158	0.0460927012	0.0036707585	-9.7284434928	NADH dehydrogenase (ubiquinone) Fe-S protein 8
1417702_a_at	Hnmt	0.9937227496	0.04618222	0.0036838654	9.7151994571	histamine N-methyltransferase
1424200_s_at	Seh1l	1.3802688175	0.04618222	0.0036838808	9.7151838779	SEH1-like (S. cerevisiae
1424674_at	Slc39a6	1.7417562309	0.04618222	0.0036839938	9.7150700558	solute carrier family 39 (metal ion transporter), member 6
1456313_x_at	Mrpl28	-1.0841528534	0.0461873731	0.0036864404	-9.7126050456	mitochondrial ribosomal protein L28
1434363_x_at	Paxip1	-2.1209804839	0.0462226585	0.0036919978	-9.7070141872	PAX interacting (with transcription-activation domain) protein 1
1450859_s_at	Ube2d3	1.6706089434	0.0462226585	0.0036950436	9.7039549535	ubiquitin-conjugating enzyme E2D 3
1424728_at	Rrp36	-1.2235819271	0.0462226585	0.0036969049	-9.7020871128	ribosomal RNA processing 36 homolog (S. cerevisiae)
1423662_at	Atp6ap2	2.9715554004	0.0462226585	0.0036998983	9.6990859922	ATPase, H+ transporting, lysosomal accessory protein 2
1450916_at	Stau2	0.9930663184	0.0462226585	0.0036999128	9.6990714141	staufen (RNA binding protein) homolog 2 (Drosophila)
1449718_s_at	4930453N24Rik	0.6518259751	0.0462226585	0.0037019987	9.6969820623	RIKEN cDNA 4930453N24 gene
1437992_x_at	Gja1	2.2813359658	0.0462226585	0.00370768	9.6912994642	gap junction protein, alpha 1
1421009_at	Rsad2	1.210796197	0.0462226585	0.0037081061	9.690873735	radical S-adenosyl methionine domain containing 2
1421344_a_at	Ajuba	0.5620117851	0.0462226585	0.003709371	9.6896104033	ajuba LIM protein
1421144_at	Rpgrip1	-1.5075196825	0.0462226585	0.0037121117	-9.6868749811	retinitis pigmentosa GTPase regulator interacting protein 1
1453100_at	Csnk2a2	0.6637212732	0.0462226585	0.0037149459	9.6840491987	casein kinase 2, alpha prime polypeptide
1433834_at	March6	0.5800301354	0.0462226585	0.0037162158	9.6827840897	membrane-associated ring finger (C3HC4) 6
1453253_a_at	Rpusd1	-0.3008163714	0.0462226585	0.0037170531	-9.6819501617	RNA pseudouridylate synthase domain containing 1
1426111_x_at	Irf3	-1.8135491088	0.0462226585	0.0037185167	-9.6804932736	interferon regulatory factor 3
1455422_x_at	Sept4	-0.4892589866	0.0462226585	0.0037210037	-9.6780192424	septin 4
1439069_a_at	Pisd-ps3	-0.5150605568	0.0462226585	0.0037244274	-9.6746172254	phosphatidylserine decarboxylase, pseudogene 3
1454817_at	Utp18	0.9725361662	0.0462226585	0.0037258689	9.6731861425	UTP18 small subunit processome component
1416312_at	Rars	1.5944542423	0.0462226585	0.0037284594	9.6706162444	arginyl-tRNA synthetase
1423796_at	Sfpq	1.1770806775	0.0462226585	0.0037300952	9.6689946584	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
1419626_at	Adam25	-0.1728121465	0.0462226585	0.0037321969	-9.6669127717	a disintegrin and metallopeptidase domain 25 (testase 2)
1454813_at	Gm15610///Tma7-ps///Tma7	-1.6797604763	0.0462226585	0.0037351521	-9.6639879687	coiled-coil domain-containing protein 72 pseudogene///translational machinery associated 7 homolog (S. cerevisiae), pseudogene///translational machinery associated 7
1426409_at	Lzts2	-1.520138818	0.0462226585	0.0037358945	-9.6632537446	leucine zipper, putative tumor suppressor 2
1423236_at	Galnt1	1.0464804885	0.0462226585	0.0037361109	9.6630397866	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1
1415990_at	Vdac2	0.67290156	0.0462309962	0.0037388223	9.6603600258	voltage-dependent anion channel 2
1424773_at	Mvb12a	-0.4246254446	0.0462537006	0.003742697	-9.6565352142	multivesicular body subunit 12A
1434341_x_at	Uqcr10	-1.2433208554	0.0462697878	0.0037460379	-9.6532416025	ubiquinol-cytochrome c reductase, complex III subunit X
1450876_at	Cfh	-0.5676895541	0.046296837	0.0037513434	-9.6480194987	complement component factor h
1420919_at	Sgk3	0.5427251439	0.046296837	0.0037527928	9.6465946359	serum/glucocorticoid regulated kinase 3
1449119_at	Arih2	0.8113887101	0.046296837	0.0037559911	9.6434531328	ariadne RBR E3 ubiquitin protein ligase 2
1419037_at	Csnk2a1	1.4831937776	0.046296837	0.0037563895	9.6430621009	casein kinase 2, alpha 1 polypeptide
1417594_at	Gkap1	-0.9945308888	0.0464217897	0.0037685737	-9.6311293817	G kinase anchoring protein 1
1460184_at	Hadh	1.8565391905	0.0464478297	0.0037742582	9.6255801682	hydroxyacyl-Coenzyme A dehydrogenase
1418042_a_at	Abcc5	1.2237771009	0.0464478297	0.0037764223	9.6234705932	ATP-binding cassette, sub-family C (CFTR/MRP), member 5
1436078_at	Fcho1	-1.7918491026	0.0464478297	0.0037768288	-9.6230745293	FCH domain only 1
1424066_at	Dus3l	-0.9230922136	0.0464830923	0.0037817448	-9.6182892711	dihydrouridine synthase 3-like (S. cerevisiae)
1448530_at	Gmpr	-1.1623022578	0.0465141108	0.0037879156	-9.6122944541	guanosine monophosphate reductase
1418822_a_at	Arf6	1.2164567388	0.0465141108	0.0037914364	9.6088801272	ADP-ribosylation factor 6
1417507_at	Cyb561	3.045017638	0.0465141108	0.0037940728	9.6063262613	cytochrome b-561
1460701_a_at	Mrpl52	-0.8487010536	0.0465141108	0.0037983728	-9.6021660168	mitochondrial ribosomal protein L52
1452119_at	Rrp1b	-1.1325499	0.0465141108	0.0038006196	-9.5999948321	ribosomal RNA processing 1 homolog B (S. cerevisiae)
1449142_a_at	Yipf5	-0.9436377805	0.0465141108	0.0038045857	-9.5961664037	Yip1 domain family, member 5
1425492_at	Bmpr1a	2.2680637361	0.0465141108	0.0038050006	9.5957662187	bone morphogenetic protein receptor, type 1A
