Genes,Bersenev, Chambers, Flach, Norddahl, Wahlestedt, Grover, Kirshner, Kowalczyk, Mann, Lazare, Maryanovich, Sun
Zfyve9,0.39000013,0,-0.089096613,0.918007439,0.521824882,0,0,0,0,1.046254957,-0.195854339,0.660846207
Plcl1,0.47846729,0,0.796555178,1.320396668,0.869229542,0,0.042239234,0,0,0.808043245,0.279598782,1.250455287
Ptger4,0.867274731,1.221831967,0.492102693,1.48687691,1.142648504,0,0.000653988,0,0.252956743,1.113292549,0.281413257,1.104662126
Cd53,1.592821669,1.419950325,1.090779327,0.024991931,0.610025888,6.18E-06,0,0,0,2.662704384,0.794891883,1.625115723
Sh2d5,-0.233477859,0,0.334744435,-1.238492935,-0.904123387,0,0,0,0,-0.887875926,-0.081045428,-0.894709662
Kcna3,-0.10570135,0.00029307,0.128317552,0.049426228,-0.061273359,0,0,0,0,-1.10811285,-1.291636687,-0.820312918
C130026I21Rik,1.523301464,0,0,0,0,0,0,0,0,1.144148991,3.515445565,2.309811643
Maf,0.344108022,0.028603437,0.186522292,0.662252473,0.529358664,0.113971345,0,0,0,1.179932908,3.14482094,1.58582541
H1f5,0,0,0,0,0,0,0,0,0,-1.600347993,-0.874333768,-2.101904386
Kcnb2,1.188077388,0,0.419216529,0,0,0,0,0,0,0.972067965,8.336890441,4.858890638
Gm5833,0,0,0,0,0,0.000373733,0,0,0,1.434225712,3.875172691,2.037070808
A730089K16Rik,0.370302338,0,0,2.009660631,1.30212353,0,0,0,0,1.051576302,0.528619157,1.054741461
Gm43254,0,0,0,0,0,0,0,0,0,1.215147387,-0.631738451,0.656596619
Gda,1.147925376,0.528144492,1.283180306,2.611729918,1.812432003,5.66E-06,0,0,0.703003522,0,0,0
Vmp1,0.159477034,0.625010027,0.162662255,0.758082694,0.722430078,6.69E-05,0.000278086,0,0.720700435,0.729383719,0.285681045,1.045442321
Gata3,0.37635837,0.518149389,-0.090927033,0.368538604,0.350843403,0,0,0,0.529605799,0.2420709,0.501441785,0.479905951
Procr,0.631625288,0.917410675,0.096749731,0.771538881,0.666536947,0.004117624,0,0,0.470474134,0.498444966,0.593281961,0.660624792
Xdh,0.081623455,0.773685256,0.056312307,1.900755165,0.824152395,0.000373733,0,0,0.40670664,0,0,0
Ezh1,0.354429767,-0.090446978,0.302824943,0.274167639,0.139994762,0,0.053307233,0,0.646390132,0.714850742,0.345516479,0.599271985
Tmem254b,0,0,0,0,0,0,0,0,0.461266733,0,0,0
Runx1t1,0.494966542,0.472780583,0.758300052,1.436968042,1.302491837,0.003087816,0.069030421,0,0.354497638,0.671804879,1.131425407,1.168882046
Slc22a3,-0.56552273,-0.504808269,-0.228424223,-1.530232273,-0.926057608,0,0,0,-0.266809089,0,0,0
Mid2,0.513172575,0.009946398,-0.297550246,0.360404877,0.076407283,0,0,0,0,0.263674999,1.328621479,0.84440402
Hk2,0.339943426,1.471923638,0.628086029,0.715044133,0.448264952,0.005130698,0,0,0.277367491,0.668914289,1.027798905,0.592548932
Loxl3,0.291977381,0.001255316,0.553262348,0.652252308,0.754663253,0,0,0,0,0.489079884,1.468933607,0.646314978
B9d1,0.324399777,0.019474138,0,0.008643572,0.448262201,0,0,0,0,0.454374382,1.323233143,0.657493289
Luzp1,0.515687165,0.297207756,0.492620987,0.591747534,0.626151765,0,0,0,0,0.270719992,1.057248392,0.513344086
Cfp,-0.348453903,0.030044684,0.328378895,-1.176111933,-0.800117831,0,0,0,0,-0.024135882,-0.940244895,-0.193720119
Col18a1,-0.077698697,0.032310542,0.155934698,0.645456173,0.889436198,0,0,0,0,0.20096982,2.085959991,1.58500057
Gstt1,0.472824105,0.022339521,0.289491316,0.534991748,0.796205278,0,0,0.004261347,0,0.011177629,1.012552609,0.626918713
Marveld3,-0.1198789,0.004453662,-0.129512075,0.231327791,0.377596198,0,0,0,0,-0.293866074,7.116809171,2.171244449
Rab34,0.528534049,-0.453601321,-0.204334292,0.727931041,1.178280127,0,0,0,0,-0.423534081,1.842628856,0.730990405
Spi1,-0.317003729,0.033376977,-0.488513206,-0.307568742,-0.390549321,0,0,0,0,-0.012820276,-0.425109241,-0.442458974
Tbc1d8,0.408708543,0.328237877,0.403458846,1.066274271,1.012836045,0,0.46600096,0,0.313545633,0.533918511,0.65951127,0.786795026
Edar,0.261328102,0.054873317,0.019179669,0.090842854,0.520148031,0,0,0,0,-0.043972269,0.944312983,0.118946347
Ddr1,0.196663842,0.490085835,0.079405826,0.612135398,0.703894667,0,0,0,0,-0.190833829,2.485840032,1.539796014
Crot,-0.015565627,0.07024086,-0.051467908,-0.016263499,-0.014637245,0,0,0,0,0.047963567,0.351375453,0.430889951
Cacna1b,0.261950928,0.017295023,0.025287065,0.23418333,0.745923115,0,0,0,0,0.232550377,5.872511811,1.04116691
Clec11a,0.463860773,0.004760522,-0.066006319,0.45973664,0.313698957,0,0,0,0,0.57967089,1.274815455,0.966772379
Rab11a,0.436640713,0.952792094,0.032471538,0.466999953,0.478929308,0,0,0,0,0.335288553,0.52192359,0.77661892
Sh2b2,-0.111267759,-0.011903662,0.105473442,-0.10472029,-0.288862592,0.000373733,0,0,0,-0.472725953,-1.137129934,-0.688289756
Fcer1a,0.741134811,0.007908891,0.341077568,0.257904392,0.357388867,0,0,0,0,-1.543732468,4.491882066,1.349176443
Ampd3,0.758584277,1.483665001,0.839579362,1.321158896,1.39052685,0.000525412,0,0,0,0.758260449,0.996510484,0.848818039
Mob1b,0.180647041,-0.008646957,0.323133996,0.156352624,0.309839966,0,0.166184561,0,0,0.169436753,0.634121827,0.441804323
Ggt1,0.407388083,0.00054433,0.014784593,0.926777107,0.781353058,0,0,0,0,-0.620375142,1.478659528,0.766194276
Pgrmc1,0.205315223,0.408012275,-0.920404051,0.13001863,0.232115512,0,0,0,0,0.369463473,0.32986631,0.518761942
Srm,-0.060321519,0.591775585,-0.723303722,-0.83653835,-0.446361953,0,0,0,0,-0.170560122,-0.733673988,-0.473953569
Cdc42,0.204087334,0.857690184,0.217258267,0.076724892,0.233172507,0.0253598,0,0,0,0.236621963,0.387511474,0.747049958
Cpt1c,0.320067496,0,0.041497657,0.990748957,0.782810705,0,0,0,0,0.5975171,2.178207095,1.086232306
Relt,0.035908591,0,-0.132330382,-0.400047107,-0.246788114,0,0,0,0,-0.19928514,-0.868829138,-0.610680609
Fut1,-0.114378879,-0.001636239,0.163014408,0.204546209,-0.104281632,0,0,0,0,-0.460131046,3.076588081,1.725114351
Elavl2,0.030781859,-0.010152442,0.070402464,-0.011223008,0.002528152,0,0,0,0,0.474205602,5.554637359,1.785302045
Dynll1,0.077674649,-0.043447415,0.159784036,-0.946646243,-0.217312095,0.000236371,0,0,0,-0.50796446,0.442196472,-0.175802991
Trpm5,-0.1095499,-0.051413408,-0.030489746,-0.103570336,-0.103513243,0,0,0,0,-0.14136046,-3.866593814,-1.227098603
Mpo,-0.13936336,2.179089544,0.014972631,-2.966476482,-0.837366085,0,0,0,0,-0.449560163,-5.992548273,1.017571444
Tex14,-0.096369006,0.02077429,0.126607791,-0.107000463,-0.173386974,0,0,0,0,0.101659491,7.869888884,-1.804368265
Eya4,1.603578485,0.004763061,0.101899244,2.077723394,1.179707873,0,0,0,0,1.132057622,6.962200826,2.385160329
Phlda2,-0.355943363,-2.251839801,-0.083219652,-0.775160081,-1.016788464,0,0,0,0,-0.216730351,-1.20195467,-0.829105956
Entpd2,0.321987325,0.404753794,0.058947176,0.451720806,0.718472532,0,0,0,0,0.213759311,2.085200401,1.470460063
Cybb,0.014200945,0.00622079,0.117825876,-0.379740494,0.425995011,0,0,0,0,-0.0257957,-2.710276662,1.434821746
Cd48,-0.312713783,0.023543102,-0.472890077,-1.22397793,-1.356808114,0,0,0,0,-1.323062348,-2.462580642,0.162173203
Ncf1,-0.371137005,-0.104207092,0.213404083,-0.675718481,-0.163236207,0,0,0,0,-0.613208594,-1.279931473,-0.28385761
Cd300lg,-0.053420598,0,0.254493117,0.002827697,0.201907314,0,0,0,0,-0.731257503,-5.66072832,1.51086763
Aldh3a1,0.32723291,0.056110443,0.341224798,1.009021649,0.813914957,0,0,0,0,0.142784328,4.268661397,3.242774982
Dpep1,-0.099279256,0.018166192,0.182192629,-0.182443809,0.063281073,0,0,0,0,0.013126026,7.349589433,-1.392181474
Grb7,0.279864753,-0.008241335,0.123040867,0.35313297,0.404118002,0,0,0,0,-0.044236766,8.688199784,2.249697036
Gyg,0.221925212,0.732750219,0.018068491,0.167023794,0.260608331,0,0,0,0,0.366764037,0.362176575,0.471186423
Lama4,0.597514462,0.00785467,0.078778706,0.44508345,0.248705085,0,0,0,0,0.22043287,1.841655741,0.766770584
Elane,0.196833024,0.07523032,-0.029230845,-0.240196047,-0.056660249,0,0,0,0,-0.032212595,-4.878420789,0.979358882
Lgr5,0.494391771,0.018436073,-0.108763918,0.326433195,0.071894776,0,0,0,0,0.156049241,1.348137363,1.117295238
Tcf3,-0.296070179,-0.013822863,-0.049328366,-0.202665978,-0.114439994,0,0,0,0,-0.188997745,-0.804155864,-0.473359498
Chac2,0.428496662,0.083863949,0.030477831,0.676303401,0.844242915,5.37E-06,0,0,0,0.773136059,0.791543654,0.85498025
Efemp1,0.491663134,0.229372137,0.132108869,1.509264253,1.941691279,0,0,0,0,-0.684066045,5.390447638,1.592587121
Adcy3,-0.423045676,-0.574969636,-0.163531667,-0.210833886,-0.373438575,0,0,0,0,0.04549911,-2.199194054,-1.094714396
Dnmt3a,-0.322655998,0.657128271,0.040564577,-0.69449989,-0.478176169,5.10E-05,0.008020548,0,0.566078442,-0.122506614,-0.801487819,-0.442476355
Wscd1,-0.003648545,0,0.117451803,0.065840811,-0.037225911,0,0,0,0,-0.36806708,7.646336671,1.214338479
Sec14l1,0.537844365,-0.012759728,0.174654017,0.411037865,0.447708663,0,0,0,0,0.462938165,0.617295814,0.599902724
Hoxb9,0.532624543,0.03167935,0.132080722,0.077859507,-0.038353476,0,0,0,0,0.803684847,3.333993472,2.138879102
Rcvrn,1.453542795,0.034702384,0.248300045,0.851353438,1.03064639,0,0,0,0,0.901539848,7.848110309,3.681385562
Sgpp1,0.18457784,0.818181805,-0.098387118,0.413028602,0.291361855,0.397271968,0,0,0,0.021456761,-1.331730063,0.574928564
Susd3,0.563145763,0,-0.030117146,0.297161154,0.258234102,0.001500683,0,0.002168063,0,0.525077733,0.93120738,0.754366129
Syk,-0.524770763,-0.825870873,-0.148513022,-0.479437791,-0.746039544,0,0,0,-0.25063651,-0.404898335,-0.578466969,-0.810772893
Ror2,0.256102682,-0.116071189,0.190587451,0.702032749,1.217541858,0,0,0,0,0.340635266,2.14289156,0.816394843
Mctp1,0.130648418,0,0.523100242,-0.136455512,0.203486475,0,0.972175622,0,0,0.066218028,0.377757302,0.462920325
Slc6a3,0.278332628,-0.004404245,0.130322077,0.336728215,0.366132518,0,0,0,0,0.892104083,8.450340761,1.256139289
Ocln,0.471193057,1.409302032,-0.148490599,1.236100203,0.96701434,0.024369221,0,0,0,0.423711354,0.976979808,1.516538938
Scamp1,0.293458822,2.307401213,0.384568046,0.366812151,0.317434678,0.000636625,0.045625075,0,0,0.424740401,0.355867013,0.758735259
Rcbtb2,0.262060244,1.151773958,-0.15752118,0.258619783,0.071385946,0,0,0,0,0.104579852,0.381097599,0.463202986
Ly6c2,0,0,0,0,0,0,0,0,0,0.759635146,-4.110585239,2.12079154
Arl6,0.27467422,1.281266724,-0.389281008,0.307401792,0.231670849,5.10E-05,0,0,0,0.62801051,0.662954368,0.614841361
Slc4a8,0.021684479,-0.063077635,0.033854703,0.001902751,-0.073568122,0,0,0,0,-0.471502863,2.404239806,1.018693249
Rgn,0.202728909,0.033761022,-0.030321299,2.390086522,2.038676657,0,0,0,0,-0.723067482,3.375925439,2.217361323
Epb42,-0.25113689,-0.028095081,-0.098311279,0.080426879,-0.223589548,0,0,0,0,-0.25221207,-1.570923625,-1.3568152
Serping1,0.068098764,0.00225764,-0.224040246,0.606711688,0.872893409,0,0,0,0,0.633078038,1.483447185,-0.761694146
Cd4,-0.331303884,-0.059919123,-0.005014373,0.008642445,0.090585174,0,0,0,0,-0.316984413,-3.776625055,-1.77013485
Slc29a1,-0.562666267,-0.156157139,-0.247716603,-0.54520357,-0.143855572,0,0,0.016792718,0,-0.403780635,-0.582342684,-0.590456443
Enpp4,0.456541682,1.7026795,0.417457955,0.608900194,0.51065145,0.013345534,0.217452217,0,0,0.269142948,0.679339695,0.957040489
Tff2,0.111376253,-0.005812211,0.10944538,-0.026117903,0.154696095,0,0,0,0,-1.107038235,1.324635127,1.039300565
Pdia2,-0.02891273,0,0.086007317,0.15445285,0.023903399,0,0,0,0,-1.016887891,-8.539548027,-1.477070307
Dsc2,0.137639109,0.88289599,-0.260945358,1.095284943,1.066506105,0,0,0,0,-0.221165908,2.13604304,1.208835027
Ltb,-0.373319519,-2.001029816,-0.691454808,-0.507968126,-0.636573345,0,0.000101027,0,0,-0.463472126,-1.104340739,-0.416996225
Lmnb1,-0.325702031,-0.141482756,0.05639069,-0.844016283,-0.566016637,0,0,0,-0.274218174,-0.233878954,-1.151481841,-0.448163081
Slc27a6,0.363824752,0,0.460795994,0,0,0,0,0,0,0.260033256,0.719566544,0.92736337
Ms4a3,0.247385495,-0.028125501,-0.423465218,-0.921062184,-0.255876325,0,0,0,0,-0.61487645,-2.021349064,0.858555101
Msr1,-0.078089777,-0.043126675,0.038991514,-0.017448547,-0.055560864,0,0,0,0,0.01956177,-7.081704818,2.150334622
Rab40b,0.240518929,0.018119402,0.040217397,1.163403543,0.595359648,0,0,0,0,0.225741259,1.24584921,1.183297561
Hsd17b10,0.301954718,-0.682991037,-0.228231232,0.182342425,0.2530327,0,0,0,0,0.004960765,0.402891411,0.434608254
Nat1,0.279342787,0.001343172,-0.193303108,-0.16423514,0.460881858,0,0,0,0,0.437262926,1.827687635,1.007325556
Il6,0.139586648,-0.000657311,-0.159247246,0.028519349,0.178069398,0,0,0,0,1.060020198,6.955876741,1.520799736
Tspan17,0.292544734,-0.064723823,-0.120653727,0.675470321,0.512473633,0,0,0,0,0.060472571,1.128322431,0.619082153
Myo5b,0.378852493,0.025101656,0.161341936,0.411661836,0.100938848,0,0,0,0,0.297756231,6.05602535,2.012817341
Ctla4,-0.002063146,-0.041073335,0.193924467,0.731995148,0.185603692,0,0,0,0,-0.897918868,4.079563756,2.669067075
Nabp1,0.614445865,1.104705014,0.281223698,0.833181111,0.39724544,0.00097363,0,0,0,0.208500012,0.646448476,0.861938616
Fn1,0.130179455,-0.17918996,-0.025078603,-0.142854689,-0.125528403,0,0,0,0,0.107768656,-2.136432951,1.070016647
Pdcd1,-0.037914324,-0.175774043,0.165959977,-0.009869651,-0.089734215,0,0,0,0,0.304436289,6.184999955,2.381690643
Rgs18,0.343681078,1.472265778,0.239130149,0.486243478,0.484831067,0.000911607,0,0.023483454,0,0.296561332,0.607006389,0.762985471
Epb41l5,0.438246781,0.015650716,0.165260438,0.302318681,0.105041259,0,0,0,0,0.206648118,1.01788034,0.604668976
Cd55,0.472085995,1.120510175,0.516510357,1.191608529,0.742222288,0,0,0,0,0.796416255,0.630985463,0.590248638
Rgl1,-0.72885678,0.02607173,-0.676793641,-0.121779165,0.001574289,0,0.129410405,0,0,0.005348283,-1.708782591,-0.704028795
Coq8a,0.394973011,-0.568117123,0.23775497,0.747578734,0.443830045,0,0,0,0,0.36557267,0.541566391,0.708860254
Slamf9,0.013589153,0.006642614,0.333361038,0.036137572,0.05879461,0,0,0,0,0.147988324,4.115016108,1.699409507
Mpzl1,0.205805,0,0.147418822,0.649208142,0.562850707,0,0,0,0,-0.010043525,0.609286914,0.574000651
Soat1,0.349777958,0.906059758,0.236293943,0.333631208,0.108205999,0,0,0,0,0.335676254,0.462733147,0.510187383
Plxna2,-0.356734195,-0.232440728,-0.059744356,-0.083302285,-0.374532217,0,0,0,0,-0.049707196,-1.920479886,-1.710282189
Tnfsf4,0.781029602,0.039742434,0.035724877,0.864523763,0.439960042,0,0,0,0,0.613207114,1.131777257,0.938940766
Plxdc2,-1.464233395,-0.094644199,-0.693476038,-0.878339198,-1.012291217,0,0,0,0,-0.50135072,-1.449605535,-0.754024514
Fcna,-0.303654792,-0.6106143,-0.042691127,-0.827825274,-0.671158336,0,0,0,0,-0.764181744,-1.249592832,-1.069908041
Itga4,-0.455392236,-0.008999753,0.127265575,-0.462139616,-0.421352028,0,0,0,0,-0.208511859,-0.442962237,-0.330011685
Meis2,0.671695806,0.269759982,-0.06978082,1.24338487,1.186279168,0,0,0,0,0.060649821,2.016002897,1.188176764
Sord,0.355053024,-0.93494016,-0.141802139,0.552346394,0.262529928,0,0,0.024739084,0,0.158558696,0.417249308,0.456173004
Spint1,0.84452004,0.887149963,0.45569177,0.801376201,0.568937583,0.002480605,0,0,0,0.662670151,3.664847994,3.334517986
Prom2,0.945340101,0.037225559,-0.016082762,0.48614075,0.266744492,0,0,0,0,0.648892142,2.649054512,1.85644876
Lpin3,0.173701645,0.009833281,0.02951755,0.105682921,-0.246759519,0,0,0,0,-0.378106235,4.487646755,1.629691016
Sis,0.166678489,0,0.055303908,0,0,0,0,0,0,0.271992183,4.77763406,2.202198843
Ctso,0.442705913,0,0.423492929,0.577253535,0.290828658,0.011045425,0,0,0,0.16687692,0.500231611,0.526812186
Pdgfc,-0.520580186,0.424312029,-0.795687396,-0.559916141,-0.84787243,0,0,0,0,0.14957327,-1.630813866,-0.899200997
Dclk2,-0.041545722,0,-0.6200459,-0.067996819,-0.122857013,0,0,0,0,-0.055750134,-1.167486138,-0.659094567
Rragd,-0.068397064,0.029277258,0.240338097,0.342003509,0.161607864,0,0,0,0,0.231410638,5.878554141,1.100708305
Hacd4,0.47291853,0.478091959,0.056378023,0.649013825,0.333090115,0,0,0,0,0.716446857,0.58365313,1.038230349
Tnfrsf8,-0.248002676,-0.095668369,0.095239293,0.096550123,-0.237938377,0,0,0,0,0.42908095,7.125641103,1.785694225
Cnksr1,0.214994129,0,0.05562831,0.629378851,0.433567213,0,0,0,0,-0.044944734,2.805701956,1.540150624
Ptpru,0.362175682,0.065001365,-0.043618749,-0.007646088,0.221368529,0,0,0,0,0.097277944,1.304892737,1.241508553
Prkcz,0.029456272,-0.157225367,0.300810867,0.424178767,0.253471503,0,0,0,0,0.038404109,3.906028037,1.870566038
Apbb2,0.54242864,0.189434565,0.308294891,0.367897612,0.629232148,0,3.00E-05,0,0,0.510777146,1.060776178,0.914954473
Gabra4,0.655248724,0,0.185677883,1.681343557,1.608598106,0,0,0,0,1.272668455,5.279824715,4.84223671
Uchl1,0.25226813,0.086906872,-0.171789098,0.266526858,0.078114165,0,0,0,0,0.676329845,1.116465224,0.737509576
Dr1,0.306674547,0.29265364,-0.077820993,0.382630947,0.485685971,0,0,0,0,0.501425984,0.558754085,0.774640655
Spp1,-0.077138805,-0.177289912,-0.084528048,0.221446478,0.692145357,0,0,0,0,-0.781224917,1.016069616,-1.105629009
Antxr2,-0.354769972,-1.002020216,0,-0.9174399,-0.981010747,0,0,0,-0.256244014,-0.245339676,-0.717678024,-0.658171421
Cxcl5,0.040978466,0.036433487,0.001783488,0.173555206,0.133076304,0.018273569,0,0,0,0.717441708,8.496835406,1.379443745
Wdr66,0.007037967,0,-0.006584933,0.087597306,0.100419927,0,0,0,0,0.070885393,3.912887476,1.538579642
Fscn1,-1.168051332,0.106360633,-0.051673038,-0.281858592,-0.155186205,0,0,0,0,-0.444480786,-1.848064777,-0.48580613
Rasl11a,0.688320963,0,0.075884821,0.064182688,0.293102787,0,0,0,0,1.130120288,2.01418835,1.779615126
Tspan12,0.263182304,0.026302593,-0.162371177,0.774451476,0.782465724,0,0,0,0,0.686453823,1.634849103,1.550377909
Ephb4,-0.062674408,0.02150319,-0.096948981,-0.181200901,-0.237843054,0,0,0,0,-0.098943896,-1.77995993,-0.447758689
Nt5c3,0.54731177,1.18920069,0.023105424,0.289483855,0.359231846,0.000700941,0.007069541,0.000415165,0,0.445367987,0.600671158,0.769986436
Gkn3,0.243226886,0,-0.757141647,1.102168022,0.560457965,0,0,0,0,0.905981699,1.685834201,1.375833794
Aldh1l1,0.569485859,0.278054431,-0.276429277,0.381384309,0.194698639,0,0.001484021,0,0,0.131828479,0.658751407,0.414319599
Plxnd1,-0.375940584,-0.860503201,-0.225765032,-0.746363577,-0.39718332,0,0,0,0,0.108162631,-1.552892328,-0.409454209
Cd69,-0.267395948,0,-1.313064366,-0.818731455,-1.654146352,3.36E-05,0,0,0,-0.938319438,-1.647729418,-0.869204606
Klra2,-0.067172588,-0.048313044,-5.41E-05,-0.096951364,0.16314637,0,0,0,0,0.453198347,-7.350827232,2.543985588
Sspn,0.055913648,-0.057466625,0.137757365,1.412485464,0.879525698,0,0,0,0,-0.354792599,2.150985531,1.887764592
Il17rc,0.087402319,0.005052796,0.350444808,0.270989548,0.218540635,0,0,0,0,0.423198388,1.83238994,0.909037719
Far2,0.518516979,0,0.399623881,0.600015318,0.447773984,0,0,0,0,0.482847595,1.826989274,0.565341166
Chrna7,0.048414739,-0.339397851,0.080073602,0.813160589,0.766049606,0,0,0,0,-0.07645509,4.189301161,2.244506339
Synm,0.434808737,0,0.247767527,1.729448875,0.904152013,0,0,0,0,0.296463352,2.021517699,2.149883206
Ttc23,0.534051816,0.01743855,-0.10271476,0.570838123,0.877682339,0,0,0,0,0.599482254,1.597641448,0.985811235
Ctsc,0.331740956,1.155847267,-0.088066066,1.011088445,0.785229043,0,0,0.003245719,0,0.511657932,0.40719609,0.953567128
Tyrobp,-0.509555971,-0.501194537,-0.601505629,-1.642904997,0.069336432,0,0,0,0,0.262265927,-1.501217451,0.801299437
Myh14,0.021178731,0.058707995,0.000892161,0.295682204,0.429265277,0,0,0,0,-0.036762313,7.980794018,1.855752423
Zkscan2,0.536540376,0,-0.049542744,0,0,0,0,0,0,0.705493387,2.783894757,1.526689515
Rps6ka3,0.430415438,0.187882656,0,0.663417478,0.34550665,0.944448445,0.008554637,0,0,0.451855032,0.662194072,0.649046619
Col4a1,-0.375677212,-1.48034537,0.208301621,-0.547978284,-0.67427736,0,0.006744545,0,0,-0.227095044,-0.725854422,-1.009068272
Adam9,0.395172693,0.951526086,0.296962388,0.602905012,0.75165285,0.142316355,0,0,0,0.311498276,0.687171466,0.452936752
Wwc2,0.025754759,-0.229788286,-0.19576039,0.442749183,0.08055987,0,0,0,0,0.125825291,-0.87488183,-0.056857659
Mfap3l,0.2309909,0,-0.111511341,0.537329698,0.420946498,0,0,0,0,0.25227806,1.605237163,0.713074977
Mt3,-0.168205493,-0.175211507,0.680762706,-0.06254016,-0.119688164,0,0,0,0,0.470425613,3.564626321,1.150576772
Ldhd,0.620863302,0,0.333914211,1.598886086,0.977077654,0,0.083534475,0,0,0.689251848,1.405871505,0.944139345
Aplp2,0.413587427,0.770279125,0.121455555,0.402765251,0.413249389,0,0.00458246,0,0,0.016025169,0.603341141,0.379457016
Pdgfd,1.131542331,-0.065657422,0.130776192,0.615673863,0.786821877,0,0,0,0,0.606734018,0.741543748,0.953808255
Nxpe2,0.662523821,0,-0.280336118,0.580216774,0.954819485,0,0,0,0,0.215697289,1.417279713,0.106081196
Abcg4,0.129456043,0.000441384,0.319305969,-0.043845384,0.016894899,0,0,0,0,0.157960168,-7.481737891,-2.088651346
Calml4,0.829961033,1.887950304,-0.112011915,1.499162679,1.738073411,0,0,0,0,-0.112549093,1.15600434,1.651456629
Plscr4,0.221757096,0,0.791520881,0.637322843,0.479608103,0.000217773,0,0,0,0.755666003,0.597481432,0.669994092
Acpp,0.553363791,0.01908858,0.40142224,0.757420096,0.464456573,0,0,0,0,0.625018255,1.385055497,1.618960961
Heyl,-0.19801564,0.012695048,0.243654018,0.006798975,0.103823379,0,0,0,0,0.276891439,-7.72801453,-1.484666699
Myo6,0.648688837,0.596264616,0.335580774,0.561417109,0.634686997,0,0,0,0,0.125186778,0.744281573,0.864231205
Ptgdr2,0.135163979,0.007769958,0.2558652,0.032292572,-0.494192758,0,0,0,0,-0.383967259,-6.952552694,-1.693583271
Cipc,0.252772042,0.595685961,0.354446389,0.113556536,0.305243248,0.052815178,0,0,0,0.391344272,0.449602762,0.374424242
Faah,-0.364878869,-0.091676015,-0.032957626,-0.391523421,-0.430773767,0,0,0,0,-0.270473814,-0.909660528,-0.691096689
Trim59,-0.419052279,0.036601052,-0.086088787,-0.714262046,-0.391749575,0,0.000206721,0,0,-0.504739989,-0.87108693,-0.151077617
Ly6d,0.104533257,0.024823267,0.380854455,-0.323660334,-0.034241561,0,0,0,0,-0.00334239,-3.40267217,1.532764801
Lrrn1,0.860964037,0.163125799,0.436215209,0.504514353,0.561288352,0,0,0,0,0.464465913,6.063202639,2.124974191
Tet3,-0.424191213,0,-0.05793322,-0.076516791,-0.176562431,0.328589323,0,0,0,-0.321944383,-0.978779882,-0.686083643
Tbxa2r,0.933797714,-0.199826286,0.298756,0.633027445,0.437585013,0,0.251764908,0,0,0.619818706,1.063396251,0.69731114
Hrh2,0.516126059,-0.025848229,0.236681338,0.620832811,0.386900441,0,0,0,0,0.321800729,1.072471572,0.566211694
Neu3,0.186772483,-0.120790161,0.260854427,0.549564315,0.543715517,0,0.792923598,0,0,0.434972395,0.703342167,0.726801043
Kiss1r,0.421688435,0.042991639,0.266477029,0.878241974,0.736354791,0,0,0,0,0.549626001,1.656944166,1.038417654
Cd276,0.09799089,-0.233124819,0.449619445,0.558859449,0.257460137,0,0,0,0,0.397417728,1.29599139,1.278007443
Acss3,0.38834398,0,0.107821825,0,0,0,0,0,0,0.028762561,4.027816762,1.52777077
P2ry14,-0.102503248,-1.874276676,0.671279098,-1.27525625,-1.792149537,0,0,0,0,-0.008586963,-1.407872113,-1.512504815
Greb1,-0.080811881,0.040036936,0.035246571,0.67633815,0.173049263,0,0,0,0,0.294692242,8.389278067,0.830502452
C1qc,-0.30302698,0.005339402,-0.132162408,-1.053037687,-0.237165615,0,0,0,0,1.642637376,-1.132459326,-1.111304286
Islr,-0.05656851,0.012917282,-0.544286511,-0.57257923,-0.609008137,0,0,0,0,-1.151749733,-1.128691643,-0.70538041
Ovol2,0.057477155,0.011400535,0.101200646,-0.234806769,0.076436016,0,0,0,0,0.285927145,3.683705795,1.321725135
Mfsd2b,-0.100634232,0,0.277624382,-0.391851629,-0.102373074,0,0,0,-0.331874555,-0.41400899,0.942360317,-0.502289805
Ccn3,-0.228213915,0,0,0,0,0,0,0,0,-0.253663823,-6.103485561,-1.217817384
Kdf1,0.542846269,0.013604888,0.184375304,1.347002869,0.545820384,0.002480605,0,0,0,0.585870356,1.581516436,2.315908827
Nek5,0.1883706,0,0.165199998,0.046778098,0.399051516,0,0,0,0,0.442826581,-4.839109647,1.346804133
Ackr1,1.107249199,0.034007662,0.10647152,0.752403342,0.651234997,0,0,0,0,0.41464771,4.818491985,1.863429557
Bank1,-0.394941539,0,-0.461997364,-1.158863807,-1.207282103,0,0,0,0,0.057686551,-2.561385557,-0.460131518
Ccdc92,0.643535975,0.009539059,0.20948948,0.138313528,0.025534085,0,0,0,0,0.173920866,1.56384264,1.669387523
Rmi2,-0.48881426,0,-0.227976141,-0.348068549,-0.385221381,0,0,0,0,-0.683493135,-1.427178646,-0.56038245
Spon1,0.019016219,0.541620298,0.077938225,0.337224778,0.383978861,0.217317607,0,0,0,0.194068667,3.453684477,1.791532124
Olfml2b,-0.013966319,-0.102308853,-0.089465973,-0.248905067,-0.140335477,0,0,0,0,0.779407587,-9.69667534,-1.250853475
Reep2,0.592634105,-0.151695111,0.562635128,0.225646739,0.18307493,0,0,0,0,-0.158841099,1.361415141,0.636148523
Hoxb7,0.075035869,-0.017648427,0.182874796,0.019962492,-0.135034889,0,0,0,0,0.308743227,1.959716691,1.24395859
